"key","message","comment","context"
"By enabling this, the total cost price will be calculated by considering the real duration (including hours) of production cycle.","Al activar esto, el costo total se calculara teniendo en cuenta los tiempos reales de produccion de las maquinas",,
"Calculate all BOM levels","Recorrer niveles de lista de materiales",,
"Calculation date","Fecha de calculo",,
"Calculation number","No. de calculo",,
"Calculation type","Tipo de calculo",,
"Cancel","Cancelar",,
"Cancel Reason","Razon de cancelacion",,
"Cancel Reasons","Razones de cancelacion",,
"Cancel reason","Razon de cancelacion",,
"Cancel reservation","Cancelar reservacion",,
"Canceled","Cancelado(a)",,
"Cancellation","Cancelacion",,
"Cancellation confirmation","Confirmacion de cancelacion",,
"Cancelled MOs","Ordenes de manufactura canceladas",,
"Cancelled Operations","Operaciones canceladas",,
"Cannot add a manufacturing order without a production process. Please check that your chosen bill of materials has a valid production process.","Imposible agregar la orden de manufactura. Verifique que su lista de materiales cuente con una ruta de manufactura valida",,
"Cannot make BOM applicable that is not validated","Imposible pasar una lista de materiales no validada a Aplicable",,
"Cannot make BOM obsolete that is not applicable","Imposible pasar una lista de materiales No Aplicable a Obsoleta",,
"Cannot validate BOM that is not draft","Imposible validar lista de materiales que no se encuentra en estado de Borrador",,
"Capacity settings","Ajustes de capacidad",,
"Category","Categoria",,
"Change allocated qty","Cambiar cantidad asignada",,
"Charge by machine","Carga por maquina",,
"Children MO","Ordenes de manufactura hijas",,
"Code","Codigo",,
"Comments","Comentarios",,
"Companies","Companias",,
"Company","Compania",,
"Completed","Completado(a)",,
"Components","Componentes",,
"Components default stock location","Ubicacion predeterminada de componentes",,
"Components valuation method for BOM","Metodo de valorizacion de componentes de lista de materiales",,
"Components valuation method for manuf. order","Metodo de valorizacion de componentes de orden de manufactura",,
"Comput. cost","Costo calculado",,
"Compute cost price","Calcular costo de produccion",,
"Compute total forecast","Calcular pronostico total",,
"Compute work in progress valuation","Calcular valorizacion de trabajo en proceso de produccion",,
"Computed_cost","Costo calculado",,
"Condition","Condicion",,
"Configuration","Configuracion",,
"Configuration issue in product %s: the MRP execution was canceled because a loop was detected when searching for components in BOM.","Error de configuracion de producto %s: la ejecucion de el CBN ha sido cancelada debido a que se detecto un bucle al recorrer los componentes de las listas de materiales",,
"Configuration issue: the MRP execution was canceled because a loop was detected when searching for components in BOM.","Error de configuracion: la ejecucion de el CBN ha sido cancelada porque se detecto un bucle al recorrer los componentes de las listas de materiales",,
"Configurator","Configurador",,
"Configurator BOM","Configurador de lista de materiales",,
"Configurator BOM component","Configurador de componente de lista de materiales",,
"Configurator BOM components","Configurador de componentes de lista de materiales",,
"Configurator BOM tree view","Ver arbol de configuradores de lista de materiales",,
"Configurator BoM","Configurador de lista de materiales",,
"Configurator Phase","Configurador de fase",,
"Configurator Phases","Configurador de fases",,
"Configurator Prod Process","Configurador de proceso de produccion",,
"Configurator Prod Process filters","Filtros de configurador de proceso de produccion",,
"Configurator creators","Plantilla de configurador",,
"Configurator prod product","Configurador de producto de consumo",,
"Configurator prod products","Configurador de productos de consumo",,
"Configurator production process","Configurador de proceso de produccion",,
"Configurators","Configuradores",,
"Configurators BOMs","Configuradores de listas de materiales",,
"Configurators BOMs tree","Arbol de configuradores de listas de materiales",,
"Confirm","Confirmar",,
"Confirm cancellation","Confirmar cancelacion",,
"Confirm forecasts","Confirmar pronosticos",,
"Confirmed","Confirmado(a)",,
"Consume in stock moves","Consumir materias primas",,
"Consumed product","Producto consumido",,
"Consumed product waste","Desperdicio de producto consumido",,
"Consumed products","Productos consumidos",,
"Consumed products on phases","Consumo por fases",,
"Consumed quantity","Cantidad consumida",,
"Consumption","Cantidad consumida",,
"Consumption qty","Cantidad consumida",,
"Control on receipt","Contol en recepcion",,
"Cost","Costo",,
"Cost (W.T.)","Costo (sin impuestos)",,
"Cost Price","Costo",,
"Cost calculations","Calculo de costos",,
"Cost price","Costo",,
"Cost price calculation","Calculo de costos",,
"Cost sheet","Hoja de costos",,
"Cost sheet - %s","Hoja de costos - %s",,
"Cost sheet group","Grupo de costos",,
"Cost sheet group for product","Grupo de costos por producto",,
"Cost sheet group for work center","Grupo de costos para centro de trabajo",,
"Cost sheet groups","Grupos de costos",,
"Cost sheet line","Linea de hoja de costos",,
"Cost sheet line detail","Detalle de linea de hoja de costos",,
"Cost sheet lines","Lineas de hoja de costos",,
"Cost sheet valuation","Valorizacion de hoja de costos",,
"Cost sheets","Hojas de costos",,
"Cost sheets tree","Arbol de costos",,
"Cost to apply","Costo a aplicar",,
"Cost type","Tipo de costo",,
"CostSheet","Hoja de costo",,
"CostSheet.ManufOrderNumber","No. de orden de manufactura",,
"CostSheet.billOfMaterial","Listas de materiales",,
"CostSheet.calculationDate","Fecha de calculo",,
"CostSheet.calculationType","Tipo de calculo",,
"CostSheet.calculationTypeBillOfMaterial","Listas de materiales",,
"CostSheet.calculationTypeEndOfProduction","Declaracion de fin de manufactura",,
"CostSheet.calculationTypePartialEndOfProduction","Declaracion de manufactura parcial",,
"CostSheet.calculationTypeWorkInProgress","En proceso de manufactura",,
"CostSheet.company","Compania",,
"CostSheet.costPrice","Costo",,
"CostSheet.costSheetLineBomLevel","Nivel de lista de materiales",,
"CostSheet.costSheetLineCode","Codigo",,
"CostSheet.costSheetLineConsumptionQty","Cantidad consumida",,
"CostSheet.costSheetLineCostSheetGroup","Grupo de costos",,
"CostSheet.costSheetLineName","Nombre",,
"CostSheet.costSheetLineUnit","Unidad",,
"CostSheet.costSheetLines","Detalle de linea de hoja de costos",,
"CostSheet.createdBy","Creado(a) por",,
"CostSheet.createdOn","Creado(a) el",,
"CostSheet.currency","Moneda",,
"CostSheet.dateOfEdition","Fecha de edicion",,
"CostSheet.legend","Leyenda",,
"CostSheet.lineType","Tipo",,
"CostSheet.lineTypeConsumeProduct","Producto consumido",,
"CostSheet.lineTypeConsumeProductWaste","Desperdicio de producto consumido",,
"CostSheet.lineTypeHuman","Humano",,
"CostSheet.lineTypeIndirectCost","Costo indirecto",,
"CostSheet.lineTypeProduceProduct","Producto fabricado",,
"CostSheet.lineTypeWorkCenter","Centro de trabajo",,
"CostSheet.manufOrder","Orden de manufactura",,
"CostSheet.title","Hoja de costos",,
"Cost_to_apply","Costo a aplicar",,
"Costing settings","Ajustes de costos",,
"Costs computed","Costos calculados",,
"Costs updated","Costos actualizados",,
"Create a bill of material","Crear lista de materiales",,
"Create a production process","Crear proceso de produccion",,
"Create production order","Crear orden de produccion",,
"Created by","Creado(a) por",,
"Created on","Creado(a) el",,
"Currency","Moneda",,
"Customer","Cliente",,
"Cycle unit","Unidad de ciclo",,
"Dashboard","Tablero",,
"Data import failed","Importacion de datos ha fallado",,
"Date of calculation","Fecha de calculo",,
"Dates","Fechas",,
"Deallocate","Desasignar",,
"Deallocate all","Desasignar todo",,
"Default BOM","Lista de materiales predeterminada",,
"Default Bill of materials","Lista de materiales predeterminada",,
"Default sequence","Secuencia predeterminada",,
"Default work center product","Producto predeterminado de centro de trabajo",,
"Define as default BOM of product","Definir predeterminada",,
"Define sub bill of material","Definir sub-lista de materiales",,
"Define sub bill of materials","Definir sub-lista de materiales",,
"Define with a configurator","Definir con configurador",,
"Define with a script","Definir con script",,
"Description","Descripcion",,
"Descriptions","Descripciones",,
"Details","Detalles",,
"Diff","Diferencia",,
"Diff consume manuf order","Diferencia de consumo de orden de manufactura",,
"Diff consume operation order","Diferencia de consumo de operacion",,
"Difference","Diferencias",,
"Differences","Diferencia",,
"Direct Manufacturing","Directo(a) en fabricacion",,
"Direct Material","Directo(a) en material",,
"Display products tree","Desplegar arbol de productos",,
"Disposal date","Fecha de desecho",,
"Do you really wish to create a new version of this bill of materials ?","Realmente desea crear una nueva version de la lista de materiales?",,
"Do you really wish to create a new version of this production process ?","Realmente desea crear una nueva version de el proceso de produccion?",,
"Draft","Borrador",,
"Draft MOs","Ordenes de manufactura borrador",,
"Draft Operations","Operaciones borrador",,
"Draft orders","Lista de ordenes de manufactura",,
"Duration (days)","Duracion (dias)",,
"Duration (hours)","Duracion (horas)",,
"Duration / cycle (hhh:mm:ss)","Duracion/Ciclo (hhh:mm:ss)",,
"Duration between two cycles (hhh:mm:ss)","Tiempo entre dos ciclos (hhh:mm:ss)",,
"Duration on MOs","Tiempo transcurrido entre ordenes de manufactura",,
"Enable Tool Management","Habilitar administracion de herramientas",,
"Enable production configurator","Habilitar configuradores de produccion",,
"Enable the process for other products","Habilitar uso de proceso de produccion para otros productos",,
"End Month","Mes de finalizacion",,
"End date","Fecha de finalizacion",,
"End month should be after Start Month","El mes de finalizacion debe ser posterior a el mes de inicio",,
"End of production","Declaracion de fin de manufactura",,
"Ending duration (hhh:mm:ss)","Duracion de cierre (hhh:mm:ss)",,
"Ending duration of the machine.","Duracion de cierre de maquina",,
"Error : You must configure a raw material requirement reporting sequence for the company %s","Error: Debe configurar una secuencia para el reporte de materiales requeridos para la empresa %s",,
"Error during production's order's creation","Error durante creacion de orden de produccion",,
"Error while generating bill of material: the product of the bill of material is supposed to be computed from a script but the script did not return a product.","Error durante la generacion de la lista de materiales: el producto de la lista de materiales debe ser el resultado de un script, pero este no devolvio ningun producto",,
"Error while generating bill of material: the product of the bill of material is supposed to be filled in the configurator BOM but it was empty.","Error durante la generacion de la lista de materiales: el producto de la lista de materiales debe especificarse en el configurador de la lista de materiales, pero el campo se encontraba vacio",,
"Error while generating bill of material: the product of the bill of material is supposed to be generated from the configurator but the configurator did not generate a product.","Error durante la generacion de la lista de materiales: el producto de la lista de materiales debe provenir de el configurador, pero el configurador no genero ningun producto",,
"Expected/Future Quantity","Cantidad esperada/futura",,
"Export","Exportar",,
"Filters","Filtros",,
"Finish","Terminar",,
"Finished","Terminado(a)",,
"Finished MOs","Ordenes de manufactura terminadas",,
"Finished Operations","Operaciones terminadas",,
"Finished products","Productos terminados",,
"Finished products default stock location","Ubicacion predeterminada de productos terminados",,
"Forecast","Pronostico",,
"Forecast date","Fecha de pronostico",,
"Forecast on historic","Pronostico sobre historial",,
"Forecasts","Pronosticos",,
"Friday hours","Horas de viernes",,
"From","De",,
"From Date","Fecha de inicio",,
"General BoM","Listas de materiales generales",,
"Generate MO.","Generar orden de manufactura",,
"Generate MPS forecasts","Generar previsiones PDP",,
"Generate Sales and Operations Planning Lines","Generar lineas de planificacion industrial y comercial",,
"Generate a purchase order on MO planning","Generar orden de compra al validar orden de manufactura",,
"Generate new version","Crear nueva version",,
"Generate periods","Generar periodos",,
"Generate production configurations","Generar configuraciones de produccion",,
"Generate production orders automatically","Generar ordenes de produccion automaticamente",,
"Generate waste stock move","Generar movimiento de salida de desperdicio",,
"Growth Coefficient","Coeficiente de aumento",,
"HR Cost Settings","Ajustes de costos humanos",,
"HR Duration Per Cycle (hhh:mm:ss)","Duracion de RH por ciclo (hhh:mm:ss)",,
"High","Alto(a)",,
"Historic year","Ano historico",,
"Hours of use","Numero de horas de uso",,
"Human","Humano",,
"Human Duration (hh:mm:ss)","Duracion humana/ciclo (hh:mm:ss)",,
"Human Resources","Recursos humanos",,
"Human and Machine","Humano y maquina",,
"Human resources","Recursos humanos",,
"If true, the components will be automatically requested for reservation on planning manufacturing orders.","Si se encuentra marcado, la solicitud se realizara automaticamente para los componentes durante la planificacion de ordenes de manufactura",,
"Image","Imagen",,
"Import CSV","Importar CSV",,
"Impossible to generate outsourcing purchase order. Please fill unit on your product.","Imposible generar orden de compra de subcontratacion. Por favor, proporcione la unidad en su producto",,
"In manuf order","En orden de manufactura",,
"In operation order","En orden de operacion",,
"In progress","En proceso",,
"Indirect","Indirecto(a)",,
"Indirect cost","Costo indirecto",,
"Information","Informacion",,
"Input file","Archivo introducido",,
"Invalid date","Fecha invalida",,
"Is closed","Se encuentra cerrado(a)",,
"Is generated","Se encuentra generado(a)",,
"Is with difference","Con diferencia",,
"Is workshop","Taller",,
"It will remove subcontractor tag from all partners. This change is irreversible","La etiqueta de subcontratista se desactivara para todos los socios. Este cambio es irreversible",,
"Label","Etiqueta",,
"Last overhaul date","Fecha de ultima revision",,
"Last production price","Ultimo precio de produccion",,
"Late Planned MOs","Ordenes de manufactura retrasadas",,
"Late Planned Operations","Operaciones planificadas retrasadas",,
"Launch quantity","Cantidad de lanzamiento",,
"Level","Nivel",,
"List of Wastes Per Product","Lista de desperdicios por producto",,
"Low","Bajo(a)",,
"MO","Orden de manufactura no.",,
"MO's comment from sale order","Comentario de produccion de orden de venta",,
"MO's comment from sale order line","Comentario de produccion de linea de orden de venta",,
"MO's valuation method","Metodo de valorizacion de orden de manufactura",,
"MOs Finished late","Ordenes de manufactura terminadas con retraso",,
"MOs In Progress","Ordenes de manufactura en proceso",,
"MOs In Standby","Ordenes de manufactura en pausa",,
"MOs to invoice","Ordenes de manufactura a facturar",,
"MPS","PDP",,
"MPS Charge","Cargo PDP",,
"MPS Weekly schedules","Cargo semanal PDP",,
"MPS number","PDP No.",,
"MRP",,,
"MRP Types","Tipos de MRP",,
"Machine","Maquina",,
"Machine Information","Informacion de maquina",,
"Machine Planning","Planificacion de maquina",,
"Machine Type","Tipo de maquina",,
"Machine Types","Tipos de maquina",,
"Machine settings","Ajustes de maquina",,
"Machine's planning","Planificacion de maquina",,
"Machine.planningMachineBtn","Planificacion de maquina",,
"Machines","Maquinas",,
"Maintenance cost","Costo de mantenimiento",,
"Make it applicable","Marcar como aplicable",,
"Make it obsolete","Marcar como obsoleto(a)",,
"Manage Master Production Scheduling Charge","Administrar cargo PDP",,
"Manage bill of materials versions","Administrar versiones de lista de materiales",,
"Manage business production","Administrar produccion por proyecto",,
"Manage consumed products on operations","Administrar consumo por operaci�n",,
"Manage consumed products on phases","Administrar consumo por fases",,
"Manage cost sheet group","Administrar grupos de costos",,
"Manage outsourcing","Administrar subcontratacion",,
"Manage production process versions","Administrar versiones de proceso de produccion",,
"Manage residual products on BOM","Administrar productos residuales en lista de materiales",,
"Manage work center group","Administrar grupos de centros de trabajo",,
"Manage workshop","Administrar talleres",,
"Manual mo seq","Secuencia de orden de manufactura manual",,
"Manuf order","Orden de manufactura",,
"Manuf. date","Fecha de manufactura",,
"Manuf. orders","Ordenes de manufactura",,
"Manuf. reference","Referencia de fabricante",,
"ManufOrder","Orden de manufactura",,
"ManufOrder.billOfMaterial","Lista de materiales",,
"ManufOrder.company","Compania",,
"ManufOrder.costPrice","Monto",,
"ManufOrder.editionDate","Fecha de edicion",,
"ManufOrder.effective","Real",,
"ManufOrder.endDate","Fecha de finalizacion",,
"ManufOrder.forecast","Pronostico",,
"ManufOrder.from","De",,
"ManufOrder.inProgress","En proceso",,
"ManufOrder.machine","Maquina",,
"ManufOrder.moCommentFromSaleOrder","Comentario de produccion de orden de venta",,
"ManufOrder.noLocation","Sin ubicacion",,
"ManufOrder.num","No.",,
"ManufOrder.operation","Operacion",,
"ManufOrder.operationDetails","Detalles de operacion",,
"ManufOrder.operations","Resumen de operaciones",,
"ManufOrder.origin","Origen",,
"ManufOrder.plannedEndDate","Fecha de finalizacion planificada",,
"ManufOrder.plannedStartDate","Fecha de inicio planificada",,
"ManufOrder.product","Producto",,
"ManufOrder.productBarcode","Codigo de barras",,
"ManufOrder.productCode","Codigo de producto",,
"ManufOrder.productName","Nombre",,
"ManufOrder.productionProcess","Proceso de produccion",,
"ManufOrder.productsToPrepare","Productos a preparar (Consumir)",,
"ManufOrder.quantity","Cantidad",,
"ManufOrder.rack","Anaquel",,
"ManufOrder.seq","No. de orden de manufactura",,
"ManufOrder.serial","Maquina (no. de serie)",,
"ManufOrder.standBy","En pausa",,
"ManufOrder.startDate","Fecha de inicio",,
"ManufOrder.status","Estado",,
"ManufOrder.stockLocation","Ubicacion",,
"ManufOrder.title","Orden de fabricacion",,
"ManufOrder.to","A",,
"ManufOrder.total","Total",,
"ManufOrder.trackingNumber","No. de lote",,
"ManufOrder.workCenter","Centro",,
"Manufacturer","Fabricante",,
"Manufacturing","Produccion",,
"Manufacturing Dashboard","Tablero de ordenes de manufactura",,
"Manufacturing Order","Ordenes de manufactura generadas",,
"Manufacturing Order (StockMove In)","Orden de manufactura (movimiento entrante)",,
"Manufacturing Order (StockMove Out)","Orden de manufactura (movimiento saliente)",,
"Manufacturing order","Orden de manufactura",,
"Manufacturing order filters","Filtros de orden de manufactura",,
"Manufacturing order merge result","Orden de manufactura despues de fusion",,
"Manufacturing order sequence","Secuencia de orden de manufactura",,
"Manufacturing orders","Ordenes de manufactura",,
"Manufacturing orders on StandBy","Ordenes de fabricacion en espera",,
"Manufacturing period","Periodo de manufactura",,
"Manufacturing periods","Periodos de manufactura",,
"Manufacturing process","Proceso de produccion",,
"Manufacturing proposal","Propuesta de orden de manufactura",,
"Master Production Scheduling Charge","Cargo de plan director de produccion (PDP)",,
"Max depth reached when copying BOM.","Profunidad maxima alcanzada al copiar lista de materiales",,
"Max. capacity / cycle","Capacidad maxima/Ciclo",,
"Maximum level","Nivel maximo",,
"Merge","Fusionar",,
"Merged","Fusionado(a)",,
"Merged MO","Ordenes de manufactura fusionadas",,
"Merged manuf orders","Ordenes de manufactura fusionadas",,
"Message template","Plantilla de mensaje",,
"Min. capacity / cycle","Capacidad minima/Ciclo",,
"Missing quantity","Cantidad faltante",,
"Model of work center group","Plantilla de grupo de centro de trabajo",,
"Models of work center group","Plantillas de grupo de centro de trabajo",,
"Monday hours","Horas de lunes",,
"Move types","Tipos de movimientos",,
"Moves In/Out","Entradas/Salidas",,
"Mps Charge","Cargo PDP",,
"MpsCharge.code","Codigo",,
"MpsCharge.endMonth","Mes de finalizacion",,
"MpsCharge.startMonth","Mes de salida",,
"MpsCharge.title","Cargo de plan director de produccion (PDP)",,
"Multi Level MO tree","Arbol de ordenes de manufactura multi-nivel",,
"Multi level MO","Ordenes de manufactura multi-nivel",,
"Multi-level planning","Planificacion multi-nivel",,
"Multiple same product selected in the list.","Multiples productos iguales selccionados en lista",,
"Name","Nombre",,
"Name cannot be null for prod process line to generate. Please correct on prod process line configurator id : %s.","El nombre no debe ser nulo para la fase de proceso de produccion a generar. Por favor, corrija el configurador de fase de proceso de produccion con el ID: %s",,
"Name cannot be null for prod process to generate. Please correct on prod process configurator id : %s.","El nombre no puede ser nulo para el proceso de produccion a generar. Por favor, corrija el configurador de proceso de produccioncon el ID: %s",,
"Nb of digits for BOM quantities","Numero de decimales para cantidades de lista de materiales",,
"Need / MPS","Necesidad/PDP",,
"Need / Manufacturing order","Necesidad/Orden de manufactura",,
"Need / Manufacturing proposal","Necesidad/Propuesta de orden de manufactura",,
"Next overhaul date","Fecha de siguiente revision",,
"No period has been found in the weekly planning for the operation order %s","Ningun periodo se ha encontrado en la planificacion semanal para la operaci�n %s",,
"No production order could be generated. Make sure that everything has been configured correctly. Reminder: check that the order lines that should be produced have their supply method set to 'produce' and that the chosen BoM has a production process associated to it.","No se pudo generar ninguna orden de produccion. Asegurese de que todo se encuentre configurado correctamente. Recordatorio: verifique que cada linea de venta que debe ser producida tenga como modo de aprovisionamiento 'Producir' y que la lista de materiales de la linea o su producto tenga un proceso de produccion valido",,
"Normal",,,
"Not enough quantity in products to consume for: %s","No existe cantidad suficiente de producto para consumir para: %s",,
"Not manage stock","No administrar stock",,
"Note","Nota",,
"Number of components","Numero de componentes",,
"Number of phases","Numero de fases",,
"Number of stations","Numero de estaciones",,
"OK",,,
"Obsolete","Obsoleto(a)",,
"On Finish","Al terminar",,
"On Start","Al iniciar",,
"One production order per sale order","Una orden de produccion por orden de venta",,
"Open MO tree","Abrir arbol de ordenes de manufactura",,
"Open tree","Abrir vista de arbol",,
"Operating duration","Duracion de funcionamiento",,
"Operation","Operacion",,
"Operation Order","Orden de fabricacion",,
"Operation Order Duration","Duracion de orden de fabricacion",,
"Operation Order Durations","Duraciones de orden de fabricacion",,
"Operation name","Titulo de operacion",,
"Operation order","Orden de fabricacion",,
"Operation order filters","Filtro de operaciones",,
"Operation orders","Operaciones de fabricacion",,
"OperationOrder.associatedBOM","Operacion",,
"OperationOrder.cycleDuration","Lista de materiales asociada",,
"OperationOrder.dates","Fechas",,
"OperationOrder.delayBtwCycle","Retraso entre dos ciclos",,
"OperationOrder.machine","Maquina",,
"OperationOrder.num","No.",,
"OperationOrder.operationDetails","Detalles de operacion",,
"OperationOrder.operationName","Nombre de operacion",,
"OperationOrder.operationRequirement","Pre-requisito de operacion",,
"OperationOrder.plannedEndDate","Fecha de inicio real",,
"OperationOrder.plannedStartDate","Fecha de inicio planificada",,
"OperationOrder.productBarcode","Producto con codigo de barras",,
"OperationOrder.productName","Nombre de producto",,
"OperationOrder.productToPrepare","Producto a preparar (Consumir)",,
"OperationOrder.qty","Cantidad",,
"OperationOrder.realEndDate","Fecha de finalizacion real",,
"OperationOrder.realStartDate","Fecha de inicio real",,
"OperationOrder.relatedToProduct","Producto implicado",,
"OperationOrder.startTime","Tiempo de arranque",,
"OperationOrder.stopTime","Tiempo de parada",,
"OperationOrder.title","Operacion de fabricacion",,
"OperationOrder.trackingNumber","Numero de lote",,
"Operations","Operaciones",,
"Operations Finished late","Operaciones terminadas con retraso",,
"Operations In Progress","Operaciones en proceso",,
"Operations In Standby","Operaciones en pausa",,
"Operations orders","Operaciones de fabricacion",,
"Operations to invoice","Operaciones a facturar",,
"Operations with difference","Operaciones con diferencias de consumo",,
"Optional","Opcional",,
"Options","Opciones",,
"Origin","Origen",,
"Original bill of materials","Lista de materiales de origen",,
"Original production process","Proceso de produccion original",,
"Out manuf order","Orden de manufactura saliente",,
"Outsourced","Subcontratado(a)",,
"Outsourcing","Subcontratacion",,
"Outsourcing location","Ubicacion de subcontratista",,
"Outsourcing order","Orden subcontratada",,
"Outsourcing purchase order cannot be generated. Please fill hours unit in your base configuration.","No se pudo generar la orden de compra de subcontratacion. Por favor, complete la unidad de horas en la configuracion basica",,
"Outsourcing stock location","Ubicacion de subcontratista",,
"Parent","Padre",,
"Parent BOM","Lista de materiales padre",,
"Parent Configurator BOM","Configurador de lista de materiales padre",,
"Parent MO","Orden de manufactura padre",,
"Partial Finish","Terminar parcialmente",,
"Partial end of production","Declaracion de fabricacion parcial",,
"Pause","Pausa",,
"Per Cycle","Por ciclo",,
"Per hour","Por hora",,
"Per piece","Por pieza",,
"Period","Periodo",,
"Periods generation assistant","Asistente de generacion de periodos",,
"Permanent","Permanente",,
"Permanent manufacturing orders","Ordenes de manufactura permanentes",,
"Personalized","Personalizado(a)",,
"Personalized BoM","Lista de materiales personalizada",,
"Phase","Fase",,
"Phases","Fases",,
"Picture","Imagen",,
"Plan","Planificar",,
"Plan only product with missing quantities","Planificar solamente productos con cantidad faltante",,
"Plan selected orders and discard others","Planificar ordenes seleccionadas y descargar otras",,
"Planned","Planificado(a)",,
"Planned MOs","Ordenes de manufactura planificadas",,
"Planned Operations","Operaciones planificadas",,
"Planned Qty","Cantidad planificada",,
"Planned dates","Fechas pronosticadas",,
"Planned end","Fin planificado",,
"Planned end date","Fecha de finalizacion pronosticada",,
"Planned human duration (hhh:mm:ss)","Duracion humana planificada (hhh:mm:ss)",,
"Planned machine duration (hhh:mm:ss)","Duracion de maquina planificada (hhh:mm:ss)",,
"Planned operations","Operaciones planificadas",,
"Planned start","Inicio planificado",,
"Planned start date","Fecha de inicio planificada",,
"Planning and performances","Planificacion y rendimiento",,
"Planning duration (hhh:mm:ss)","Duracion de planificacion (hhh:mm:ss)",,
"Please enter valid forecast date","Por favor, introduzca una fecha de pronostico valida",,
"Please fill the machine in the workcenter %s.","Por favor, llene la maquina a utilizar en el centro de trabajo %s",,
"Please fill the work center group with at least one work center.","Por favor, llene el grupo de centros de trabajo con al menos un centro de trabajo",,
"Please fill unit for product %s.","Por favor, llene la unidad de el producto %s",,
"Please select an element (a product, a product category or a product family) to run calculation","Por favor, seleccione un elemento (un producto, categoria de producto o familia de producto) para ejecutar el calculo",,
"Please select at least one MO","Por favor, seleccione al menos una orden de manufactura",,
"Please select at least one product in the list.","Por favor, seleccione al menos un producto en la lista",,
"Please select more than one manufacturing order.","Por favor, seleccione mas de una orden de manufactura",,
"Please select something to merge","Por favor, seleccione al menos dos lineas",,
"Please select the Manufacturing order(s) to print.","Por favor, seleccione la(s) orden(es) de manufactura a imprimir",,
"Please select the Operation order(s) to print.","Por favor, seleccione la(s) orden(es) de operacion a imprimir",,
"Please take the following comment into account:","Por favor, tome en cuenta el siguiente comentario",,
"Pre-fill operations","Pre-llenar operaciones",,
"Previous cost","Costo previo",,
"Previsional charge by machine (per days)","Cargo pronosticado por maquina (por dia)",,
"Previsional charge by machine (per hour)","Cargo pronosticado por maquina (por hora)",,
"Print","Imprimir",,
"Print Production Process","Imprimir proceso de produccion",,
"Print planned date on manuf order ?","Imprimir fechas planificadas en orden de manufactura?",,
"Print the cost sheet line detail","Imprimir detalle de hoja de costos",,
"Printings","Impresiones",,
"Priority","Prioridad",,
"Prod proces lines","Lineas de proceso de produccion",,
"Prod process","Proceso de produccion",,
"Prod process filters","Filtros de proceso de produccion",,
"Prod process line","Fase",,
