"key","message","comment","context"
"Closed","Cerrado(a)",,
"Code","Codigo",,
"Comment to be included on invoice","Comentario a incluir en factura",,
"Commercial condition","Condicion comercial",,
"Company","Compania",,
"Config.","Configuracion",,
"Configurable contract","Contrato configurable",,
"Configuration","Configuracion",,
"Consumption Line","Linea de consumo",,
"Consumption Lines","Lineas de consumo",,
"Consumption for next invoice","Consumo para siguiente factura",,
"Consumption management","Administracion de consumo",,
"Consumptions","Consumos",,
"Content","Contenido",,
"Contract","Contrato",,
"Contract Dates","Fechas de contrato",,
"Contract Line","Linea de contrato",,
"Contract Lines","Lineas de contrato",,
"Contract N°","Contrato no.",,
"Contract batch","Lote de contrato",,
"Contract batch filters","Filtros de lote de contrato",,
"Contract batches","Lotes de contrato",,
"Contract can't be empty for compute contract line price.","El contrato no debe encontrarse vacio para el calculo de precio de lineas",,
"Contract closing invoice","Factura de fin de contrato",,
"Contract filters","Filtros de contrato",,
"Contract invoice","Factura de contrato",,
"Contract line","Linea de contrato",,
"Contract template","Plantilla de contrato",,
"Contract template filters","Filtros de plantilla de contrato",,
"Contract template to use","Plantilla de contrato a utilizar",,
"Contract templates","Plantillas de contrato",,
"Contract version","Version de contrato",,
"Contracts","Contratos",,
"Create PO","Crear orden de compra",,
"Created by","Creado(a) por",,
"Created on","Creado(a) el",,
"Currency","Moneda",,
"Current invoice period","Preiodo de facturacion en curso",,
"Current version","Version actual",,
"Current version activation","Activacion de version actual",,
"Customer","Cliente",,
"Customer contracts","Contratos de cliente",,
"Date","Fecha",,
"Delete next version","Eliminar siguiente version",,
"Description","Descripcion",,
"Discount amount","Monto de descuento",,
"Discount type","Tipo de descuento",,
"Display the concerned contracts","Desplegar contratos implicados",,
"Displayed Product name","Etiqueta de producto",,
"Do not renew","No renovar",,
"Do you really wish to fill your contract based on this template ?","Realmente desea llenar su contrato basado en esta plantilla?",,
"Draft","Borrador",,
"Duration","Duracion",,
"Durations","Duraciones",,
"End date","Fecha de finalizacion",,
"End of application","Fecha de fin de aplicacion",,
"End of next invoicing period","Fin de siguiente periodo de facturacion",,
"End of period","Fin de periodo",,
"End of period plus","Fin de periodo plus",,
"Engagement","Compromiso",,
"Engagement duration","Duracion de compromiso",,
"Engagement duration is not fulfilled.","Duracion de compromiso no respetada",,
"Engagement start date","Fecha de inicio de compromiso",,
"Engagement start from version","Inicio de compromiso en funcion de nueva version",,
"Error","Error",,
"First period end date","Fin de primer periodo",,
"First period invoicing end date","Fecha de finalizacion de primer periodo de facturacion",,
"Fiscal position","Posicion fiscal",,
"Forecast (contract)","Pronostico (contrato)",,
"Formula",,,
"From","Desde",,
"From date","Fecha de inicio",,
"Full name","Nombre completo",,
"General",,,
"Index 1","Indice 1",,
"Index 1 date","Fecha de indice 1",,
"Index 2","Indice 2",,
"Index 2 date","Fecha de indice 2",,
"Index revaluation","Indice de revalorizacion",,
"Index value","Valor de indice",,
"Index value list","Lista de valores de indice",,
"Index values","Valores de indice",,
"Indexes revaluation","Indices de revalorizacion",,
"Information","Informacion",,
"Initial ex tax total per year","Total inicial sin impuestos por ano",,
"Initial price per year","Precio inicial por ano",,
"Initial unit price","Precio unitario inicial",,
"Invoice","Factura",,
"Invoice N°","Factura no.",,
"Invoice from consumption","Facturar en consumo",,
"Invoice line","Linea de factura",,
"Invoice period","Periodo de facturacion",,
"Invoice period history","Historial de periodos de facturacion",,
"Invoice periods","Periodos de facturacion",,
"Invoiced","Facturado(a)",,
"Invoices","Facturas",,
"Invoicing","Facturacion",,
"Invoicing Frequency","Frecuencia de facturacion",,
"Invoicing content","Contenido de facturacion",,
"Invoicing date","Fecha de facturacion",,
"Invoicing management","Administracion de facturacion",,
"Invoicing moment","Momento de facturacion",,
"Is invoiced","Facturado(a)",,
"Last Invoicing period","Ultimo periodo de facturacion",,
"Last renewal date","Ultima fecha de renovacion",,
"Last revaluation date","Ultima fecha de revalorizacion",,
"Linked invoice","Factura enlazada",,
"Manage invoices","Administracion de facturacion",,
"Meta file","Archivo Meta",,
"Missing index value for this date : %s","Falta un valor de indice para esta fecha: %s",,
"Missing revaluation period for this contract.","Falta periodo de revalorizacion para este contrato",,
"Name","Nombre",,
"New version","Version nueva",,
"Next Invoice Additional Benefit","Prestaciones adicionales",,
"Next revaluation date","Siguiente fecha de revalorizacion",,
"Next version","Siguiente version",,
"Next version activation","Activacion de siguiente version",,
"No contract is associated to version.","Ningun contrato asociado a la version",,
"Not invoiced","No facturado(a)",,
"Notes","Notas",,
"Nouvelle version","Nueva version",,
"Number of days","Numero de dias",,
"Number of finished periods","Numero de periodos terminados",,
"Number of renewal","Numero de renovaciones",,
"Ongoing","En curso",,
"Only invoice consumption before Invoice period end Date","Facturar unicamente consumos antes de la fecha de finalizacion de periodo",,
"Partner","Socio",,
"Payment condition","Condicion de pago",,
"Payment mode","Metodo de pago",,
"Periodic Invoicing","Facturacion periodoca",,
"Periodic contract","Contrato periodico",,
"Please enter a engagement date.","Por favor, introduzca una fecha de compromiso",,
"Please enter a terminated date for this version.","Por favor, introduzca una fecha de finalizacion para esta version",,
"Please fill the first period end date and the invoice frequency.","Por favor, llene la primera fecha de finalizacion de el periodo y la frecuencia de facturacion",,
"Price revalued yearly","Precio revalorizado anualmente",,
"Prices per year","Precios por ano",,
"Print","Imprimir",,
"Prior notice","Pre-aviso",,
"Prior notice duration","Duracion de pre-aviso",,
"Prior notice duration is not respected.","Duracion de pre-aviso no respetada",,
"Product","Producto",,
"Prorate from versions","Prorratear en funcion de versiones",,
"Prorated Invoice","Prorrateo de facturas",,
"Prorated Starting periods","Periodo iniciado de forma prorrateada",,
"Prorated finished periods","Periodo finalizado de forma prorrateada",,
"Prorated temporally","Prorrateado(a) temporalmente",,
"Protrate temporally","Prorrateado(a) temporalmente",,
"Purchase orders","Ordenes de compra",,
"Put on-hold","Poner en espera",,
"Qty","Cantidad",,
"Quantity","Cantidad",,
"Reference","Referencia",,
"Renew","Renovar",,
"Renewal","Renovacion",,
"Renewal duration","Duracion de renovacion",,
"Renewal management","Administracion de renovacion",,
"Revaluate contracts","Revalorizar contratos",,
"Revaluation formula","Formula de revalorizacion",,
"Revaluation formulas","Formulas de revalorizacion",,
"Revaluation period","Periodo de revalorizacion",,
"Run batch","Ejecutar lote",,
"Search","Buscar",,
"Sequence","Secuencia",,
"Show contract","Ver contrato",,
"Show next version","Ver siguiente version",,
"Start date","Fecha de inicio",,
"Start of next invoicing period","Inicio de siguiente periodo de facturacion",,
"Start of period","Inicio de periodo",,
"Start of period plus","Incio de periodo mas uno",,
"Status","Estado",,
"Statut","Estado",,
"Supplier","Proveedor",,
"Supplier contracts","Contratos de proveedor",,
"Supposed activation date","Fecha de activacion prevista",,
"Supposed end date","Fecha de finalizacion prevista",,
"Tacit renewal","Renovacion automatica",,
"Tax","Impuesto",,
"Terminate","Terminar",,
"Terminated","Terminado(a)",,
"Terminated By","Terminado(a) por",,
"Terminated contracts","Contratos terminados",,
"Terminated date","Fecha de termino",,
"Terminated manually","Terminado(a) manualmente",,
"Termination","Terminacion",,
"Termination demand date","Fecha de orden de terminacion",,
"The company %s doesn't have any configured sequence for contracts","Falta secuencia para contratos para compania %s",,
"The next contract field is not set on the current contract version.","El campo de contrato siguiente no se encuentra configurado en la version actual de el contrato",,
"The product can't be empty.","El producto no debe encontrarse vacio",,
"There is an error in the formula.","Existe un error en la formula",,
"There is no contract associated with this version.","No existe ningun contrato asociado a esta version",,
"This period is used to compute the next revaluation date.","Este periodo es utilizado para calcular la siguiente fecha de revalorizacion",,
"To","A",,
"To closed","A terminar",,
"To revaluate","A revalorizar",,
"Total A.T.I.","Total con impuestos incluidos",,
"Total W.T.","Total sin impuestos",,
"Type","Tipo",,
"Unchangable contract","Contrato no modificable",,
"Unit","Unidad",,
"Unit price","Precio unitario",,
"Unit price discounted","Precio unitario descontado",,
"Use this template","Utilizar esta plantilla",,
"Value","Valor",,
"Version","Version",,
"Version history","Historial de versiones",,
"Versions","Versiones",,
"Waiting","En espera",,
"Warning! The yearly price is calculated based on unit price and ""Invoicing duration"" from the config panel. Please be careful when using products with unit being a time unit. In case you have contract lines with different invoicing duration, you can activate and use the Addtional Benefits management feature.","Advertencia, el precio anual se calcula a partir de el precio unitario y la 'Frecuencia de facturaci�n' en la pestana de configuracion. Los productos con una unidad de tiempo deben evaluarse con precaucion. Si cuenta con lineas de contrato con frecuencias de facturacion, le recomendamos activar y utilizar la funcionalidad de Prestacion adicional",,
"With engagement","Con compromiso",,
"With prior notice","Con pre-aviso",,
"Yearly ex tax total revalued","Total sin impuestos revalorizado anualmente",,
"You cannot remove a line which has been already invoiced.","No es posible eliminar una linea ya facturada",,
"You cannot terminate a contract before version activation date.","No es posible terminar un contrato antes de la fecha de activacion de version",,
"You need to save your contract for add lines.","Debe guardar el contrato para agregar lineas",,
"com.axelor.apps.contract.batch.service.BatchContractService",,,
"to","A",,
"value:Contract","Contrato",,
