"key","message","comment","context"
"Query","Consulta",,
"Received","Recibido",,
"Reference","Referencia",,
"Register created","Registro creado",,
"Relationship Anonymizer","Anonimizador de relacion",,
"Relationship anonymizer","Anonimizador de relacion",,
"Request","Solicitud",,
"Request date","Fecha de solicitud",,
"Request origin","Origen de solicitud",,
"Requests","Solicitudes",,
"Requests origin","Origen de solicitudes",,
"Requests origins","Origenes de solicitudes",,
"Response","Respuesta",,
"Response email address","Direccion de email de respuesta",,
"Response message","Mensaje de respuesta",,
"Restore","Restaurar",,
"Results","Resultados",,
"Retention period (in months)","Periodo de retencion (en meses)",,
"Rule","Regla",,
"Run process","Ejecutar proceso",,
"Search","Buscar",,
"Search configuration","Configuracion de busqueda",,
"Search configuration line","Linea de configuracion de busqueda",,
"Search configuration lines","Lineas de configuracion de busqueda",,
"Search configurations","Configuraciones de busqueda",,
"Select fields to exclude from the access request response. Leave empty if all fields should be excluded.","Seleccione los campos a excluir de la respuesta a solicitud de acceso. Deje vacio si todos los campos deben ser excluidos",,
"Send Response","Enviar respuesta",,
"Sending date","Fecha de envio",,
"Sent","Enviado(a)",,
"Status","Estado",,
"This field doesn't exist.","Este campo no existe",,
"Type","Tipo",,
"com.axelor.apps.gdpr.job.ProcessingRegisterJob",,,
"result","resultado",,
