"key","message","comment","context"
"My purchased amount by product accounting family","Mi volumen de compras (monto) por familia contable de producto",,
"My purchased qty by product accounting family","Mi volumen de compras (cantidad) por familia contable de producto",,
"Nbr of PO by month","Numero de ordenes por mes",,
"New product","Nuevo producto",,
"New version","Nueva version",,
"Not invoiced","No facturado(a)",,
"Not received","No recibido(a)",,
"OR","O",,
"Ongoing Purchase orders","Ordenes de compra en curso",,
"Order Date","Fecha de orden",,
"Ordered","Ordenado(a)",,
"PO Management","Administracion de ordenes de compra",,
"PO Tax line","Linea de impuesto de compra",,
"PO Tax lines","Lineas de impuestos de compra",,
"PO line","Linea de orden",,
"PO lines","Lineas de orden",,
"PO lines detail","Detalle",,
"POs Volume by buyer by accounting family","Volumen de compra por comprador por familia contable",,
"Partially invoiced","Parcialmente facturado(a)",,
"Partially received","Parcialmente recibido(a)",,
"Partner price lists","Lista de precios por socios",,
"Percent","Porcentaje",,
"Please enter at least one detail line.","Por favor, introduzca al menos una linea de detalle",,
"Please enter supplier for following purchase request : %s","Por favor, introduzca un proveedor para la orden de compra siguiente: %s",,
"Please fill printing settings on following purchase orders: %s","Por favor, llene los ajustes de impresion en las siguientes ordenes de compra: %s",,
"Please fill printing settings on purchase order %s","Por favor, llene los ajustes de impresion en la orden de compra: %s",,
"Please select the purchase order(s) to print.","Por favor, seleccione la(s) orden(es) de compra a imprimir",,
"Price List","Lista de precios",,
"Price list","Lista de precios",,
"Price lists","Listas de precios",,
"Print","Imprimir",,
"Printing","Impresi�n",,
"Printing settings","Ajustes de impresion",,
"Product","Producto",,
"Product Accounting Family","Familia contable de producto",,
"Product code on catalog","Codigo de producto en catalogo",,
"Product name on catalog","Nombre de producto en catalogo",,
"Products & services","Productos y servicios",,
"Products list","Lista de productos",,
"Purchase","Comprar",,
"Purchase Buyer","Comprador",,
"Purchase Manager","Administrador",,
"Purchase Request Line","Linea de solicitud de compra",,
"Purchase Request Lines","Lineas de solicitud de compra",,
"Purchase blocking","Bloqueo de orden de compra",,
"Purchase config","Configuracion de compra",,
"Purchase config (${ name })","Configuracion de compra (${name})",,
"Purchase configuration","Configuracion de compra",,
"Purchase configurations","Configuraciones de compra",,
"Purchase order","Orden de compra",,
"Purchase order created","Orden de compra creada",,
"Purchase order information","Informacion de orden",,
"Purchase orders","Ordenes de compra",,
"Purchase orders ATI/WT","Ordenes de compra con impuestos incluidos/sin impuestos",,
"Purchase orders to merge","Ordenes de compra a fusionar",,
"Purchase quotation","Cotizacion de compra",,
"Purchase quotations","Cotizaciones de compra",,
"Purchase request","Solicitud de compra",,
"Purchase request filters","Filtros de solicitud de compra",,
"PurchaseOrder.afterDiscount","despues de descuento de",,
"PurchaseOrder.base","Base",,
"PurchaseOrder.buyer","Comprador",,
"PurchaseOrder.buyerEmail","Email",,
"PurchaseOrder.buyerPhone","Telefono",,
"PurchaseOrder.canceled","Cancelado(a)",,
"PurchaseOrder.customer","Cliente",,
"PurchaseOrder.customerRef","Referencia de cliente",,
"PurchaseOrder.deliveryAddress","Direccion de entrega",,
"PurchaseOrder.description","Descripcion",,
"PurchaseOrder.desiredReceiptDate","Fecha de recepcion deseada",,
"PurchaseOrder.discountAmount","Descuento",,
"PurchaseOrder.draft","Borrador",,
"PurchaseOrder.estimatedReceiptDate","Fecha de recepcion estimada",,
"PurchaseOrder.finished","Terminado(a)",,
"PurchaseOrder.invoicingAddress","Direccion de facturacion",,
"PurchaseOrder.note","Nota",,
"PurchaseOrder.order","Orden",,
"PurchaseOrder.orderDate","Fecha de orden",,
"PurchaseOrder.paymentCondition","Condicion de pago",,
"PurchaseOrder.paymentMode","Metodo de pago",,
"PurchaseOrder.priceExclTax","Monto sin impuestos",,
"PurchaseOrder.priceInclTax","Monto con impuestos incluidos",,
"PurchaseOrder.productSequence","Secuencia",,
"PurchaseOrder.productStandard","Norma",,
"PurchaseOrder.purchaseInfo","Informacion de compra",,
"PurchaseOrder.qtyUnit","Cantidad/Unidad",,
"PurchaseOrder.quote","Solicitud de cotizacion",,
"PurchaseOrder.ref","Referencia",,
"PurchaseOrder.reference","Referencia",,
"PurchaseOrder.requested","Solicitado(a)",,
"PurchaseOrder.state","Estado",,
"PurchaseOrder.statusCanceled","Orden de compra Cancelada",,
"PurchaseOrder.statusDraft","Orden de compra Borrador",,
"PurchaseOrder.statusFinished","Orden de compra Terminada",,
"PurchaseOrder.statusRequested","Orden de compra Solicitada",,
"PurchaseOrder.statusValidated","Orden de compra Validada",,
"PurchaseOrder.supplier","Proveedor",,
"PurchaseOrder.supplierCode","Codigo de proveedor",,
"PurchaseOrder.supplyRef","Referencia de proveedor",,
"PurchaseOrder.tax","IVA",,
"PurchaseOrder.taxAmount","Monto de IVA",,
"PurchaseOrder.totalDiscount","Descuento",,
"PurchaseOrder.totalExclTax","Total sin impuestos",,
"PurchaseOrder.totalExclTaxWithoutDiscount","Total sin impuestos bruto",,
"PurchaseOrder.totalInclTax","Total con impuestos incluidos",,
"PurchaseOrder.totalTax","Total de IVA",,
"PurchaseOrder.unitPrice","Precio unitario",,
"PurchaseOrder.validated","Validado(a)",,
"Purchased","Comprado(a)",,
"Purchased amount by accounting family","Monto comprado por familia contable",,
"Purchased amount by product accounting family","Monto comprado por familia contable de producto",,
"Purchased amount distribution by accounting family","Distribucion de compras por familia contable",,
"Purchases","Compras",,
"Purchases Order filters","Filtros de compras",,
"Purchases follow-up","Seguimiento",,
"Purchases unit","Unidad de compra",,
"Qty","Cantidad",,
"Quantity","Cantidad",,
"Quantity min","Cantidad minima",,
"Quotation","Cotizacion",,
"RFQ And PO To Validate","Cotizacion y orden a validar",,
"Receipt State","Estado de recepcion",,
"Received","Recibido(a)",,
"Received quantity","Cantidad recibida",,
"Ref.","Referencia",,
"Reference already existing","Referencia ya existente",,
"References","Referencias",,
"Refuse","Rechazar",,
"Refused","Rechazado(a)",,
"Reportings","Reportes",,
"Reports","Reportes",,
"Request","Solicitud",,
"Requested","Solicitado(a)",,
"Requester","Solicitante",,
"Reverse charged","Invertir cargo",,
"Sale quotations","Cotizaciones de venta",,
"See purchase order lines","Ver lineas de orden",,
"See quotation lines","Ver lineas de cotizacion",,
"Send Email","Enviar email",,
"Send email","Enviar email",,
"Seq.","Secuencia",,
"Shipping Coefficients","Coeficiente de gastos de envio",,
"Show invoice","Ver factura",,
"Specific notes","Notas especificas",,
"Specific tax note","Nota de impuesto especifica",,
"Start date","Fecha de inicio",,
"Status","Estado",,
"Stock location","Ubicacion de stock",,
"Stock move","Movimiento de stock",,
"Supplier","Proveedor",,
"Supplier Catalog","Catalogo de proveedor",,
"Supplier Catalog Lines","Catalogo de proveedor",,
"Supplier Comment","Comentario de proveedor",,
"Supplier RFQ/PO","Cotizaciones/Ordenes de proveedor",,
"Supplier RFQs/POs","Cotizaciones/Ordenes de proveedor",,
"Supplier box in purchase order","Texto a desplegar en orden de compra",,
"Supplier catalog","Catalogo de proveedor",,
"Supplier code","Codigo de proveedor",,
"Supplier invoices","Facturas de proveedor",,
"Supplier is required to generate a purchase order.","Proveedor requerido para generar orden de compra",,
"Supplier ref.","Referencia de proveedor",,
"Suppliers","Proveedores",,
"Suppliers requests","Solicitudes de cotizacion",,
"Take product purchase price","Tomar precio de compra de producto",,
"Tax","Impuesto",,
"Tax Equiv","Equivalencia de impuestos",,
"Tax Lines","Lineas de impuestos",,
"Tax number","Numero de impuestos",,
"Team","Equipo",,
"The company %s doesn't have any configured sequence for the purchase orders","La compania %s no cuenta con secuencia configurada para ordenes de compra",,
"The company is required and must be the same for all purchase orders","La compania es requerida y debe ser la misma para todas las ordenes de compra",,
"The currency is required and must be the same for all purchase orders","La moneda es requerida y debe ser la misma para todas las ordenes de compra",,
"The field 'Stock Location' must be filled.","El campo 'Ubicacion de stock' debe ser llenado",,
"The line cannot be null.","La linea no debe ser nula",,
"The minimum order quantity of %s to the supplier is not respected. Unit price might be different than the supplier catalog one.","La cantidad minima de pedido de %s al proveedor no se respeta. El precio unitario puede ser diferente en comparacion con el catalogo de el proveedor",,
"The partner's language is different from the current language. Description and product name are in :","El idioma de el socio es diferente al idioma actual. La descripcion y nombre de producto se encuentran en:",,
"The supplier Partner is required and must be the same for all purchase orders","El proveedor es requerido y debe ser el mismo para todas las ordenes de compra",,
"The supplier of the purchase order is different from the default supplier of the product.","El proveedor de la orden de compra es diferente a el proveedor predeterminado de el producto",,
"The trading name must be the same for all purchase orders","El nombre comercial debe ser el mismo para todas las ordenes de compra",,
"There is no sequence set for the purchase requests for the company %s","Ninguna secuencia definida para las ordenes de compra para la compania %s",,
"This product is not available from the supplier.","El producto no se encuentra disponible con el proveedor",,
"This supplier is blocked:","El proveedor se encuentra bloqueado:",,
"Timetable","Calendario",,
"Title","Titulo",,
"Title Line","Linea de titulo",,
"To Date","A",,
"Tools","Herramientas",,
"Total A.T.I.","Total con impuestos inlcuidos",,
"Total A.T.I. in company currency","Total con impuestos incluidos en moneda de compania",,
"Total Purchased Amount by month","Monto total comprado por mes",,
"Total Purchased Qty by month","Cantidad total comprada por mes",,
"Total Tax","Total de impuesto",,
"Total W.T.","Total sin impuestos",,
"Total W.T. in company currency","Total sin impuestos en moneda de compania",,
"Total tax","Total de impuestos",,
"Trading name","Nombre comercial",,
"Unit","Unidad",,
"Unit price","Precio unitario",,
"Unit price A.T.I.","Precio unitario con impuestos incluidos",,
"Unit price W.T.","Precio unitario sin impuestos",,
"Unit price discounted","Precio unitario descontado",,
"Units","Unidades",,
"Update lines with selected project","Enlazar todas las lineas a proyecto seleccionado",,
"Validate","Validar",,
"Validated","Validado(a)",,
"Validated by","Validado(a) por",,
"Validation date","Fecha de validacion",,
"Validator","Validador",,
"Version Number","Numero de version",,
"WT","Sin impuestos",,
"Warning, a completed order can't be changed anymore, do you want to continue?","Atencion, un pedido completado no se puede modificar. Desea continuar?",,
"You have to choose at least one purchase order","Debe escoger al menos una orden de compra",,
"You must configure Purchase module for the company %s","Debe configurar el modulo de Compras para la compania %s",,
"You need a purchase order associated to line.","Debe seleccionar al menos una orden relacionada a la linea",,
"important","Importante",,
"info","Informacion",,
"success","�xito",,
"value:Purchase","Compras",,
"value:Purchase Request","Solicitudes de compra",,
"warning","Advertencia",,
"{{ company.name }}",,,
"{{ stockLocation.name }}",,,
