"key","message","comment","context"
"Expected amount allocated on the budget. This amount is automatically computed by adding up expected amounts of bellowed levels.","Monto inicial asignado en el presupuesto. Este monto se calcula automaticamente sumando todos los montos iniciales de los niveles inferiores",,
"Export","Exportar",,
"Export Menu","Exportar menu",,
"Export file","Exportar archivo",,
"Export global budget","Exportar presupuesto global",,
"Files are not created","Los archivos no han sido creados",,
"Firm gap","Diferencia firme",,
"Follow-up","Seguimiento",,
"From","De",,
"From date","De",,
"Full name","Nombre completo",,
"Gap amount","Diferencia firme",,
"Generate periods","Generar periodos",,
"Global Level","Nivel padre",,
"Global budget","Presupuesto global",,
"Global budget committed lines","Lineas de compromiso de presupuesto global",,
"Global budget templates","Plantillas de presupuesto",,
"Group","Grupo",,
"Group Level","Nivel de grupo",,
"Group line","Grupo",,
"Groups","Grupos",,
"Import budgets and budget templates","Importar presupuestos y plantillas de presupuestos",,
"Import file","Archivo de datos",,
"Include in budget key","Incluir en clave de presupuesto",,
"Initial","Inicial",,
"Invalid dates","Fechas invalidas",,
"Investment","Inversion",,
"Investment budget","Presupuesto de inversion",,
"Investment budgets","Presupuestos de inversion",,
"Invoice","Factura",,
"Invoice line","Linea de factura",,
"Invoices","Facturas",,
"Level Type Select","Tipo de nivel",,
"Lignes","Lineas",,
"Line","Linea",,
"Line template","Plantilla de linea",,
"Manage multi budgets on lines","Administrar multi-presupuestos en lineas",,
"Missing required advanced export(s).","Falta(n) exportacion(es) avanzada(s) requerida(s)",,
"Move line","Linea de movimiento",,
"MoveLine","Linea de movimiento",,
"Name","Nombre",,
"No budget could be reconciled with the data entered for following lines : %s","Ningun presupuesto pudo ser reconciliado con los datos introducidas para las siguientes lineas %s",,
"OK","Ok",,
"Open budget","Abrir presupuesto",,
"Overview","Resumen",,
"PO line","Linea de orden de compra",,
"PO lines","Lineas de orden de compra",,
"Paid amount","Monto pagado",,
"Paid total amount","Pagado",,
"Parent","Padre",,
"Parent Level","Nivel padre",,
"Payment","Pago",,
"Period duration","Duracion de periodo",,
"Periods generation assistant","Asistente de generacion de periodos",,
"Person in charge","Responsable",,
"Please select a budget with Id.","Por favor, seleccione una linea de presupuesto",,
"Please select a language on user form.","Por favor, seleccione un idioma en el formulario de usuario",,
"Please select valid dates for budget %s, dates needs to be in the section period","Por favor, seleccione fechas validas para el presupuesto %s, las fechas deben encontrarse en el periodo de seccion",,
"Please select valid dates for budget level %s, dates needs to be in the parent period","Por favor, seleccione fechas validas para el nivel de presupuesto %s, las fechas deben encontrarse en el periodo padre",,
"Please select valid dates for budget lines in budget %s, budget lines need to be on a separate period","Por favor, seleccione fechas validas para las lineas de presupuesto en el presupuesto %s, las lineas de presupuesto deben encontrarse en un periodo separado",,
"Please select valid dates for budget lines in budget %s, dates need to be in the budget period","Por favor, seleccione fechas validas para las lineas de presupuesto en el presupuesto %s, las fechas deben encontrarse en el periodo de presupuesto",,
"Please select valid dates for budget lines, dates need to be in the budget period","Por favor, seleccione fechas validas para las lineas de presupuesto, las fechas deben encontrarse en el periodo de presupuesto",,
"Project","Proyecto",,
"Project end Date","Fin de proyecto",,
"Project start date","Inicio de proyecto",,
"Purchase and investment","Compra e inversion",,
"Purchase and investment budget","Presupuesto de compra e inversion",,
"Purchase and investment budgets","Presupuestos de compra e inversion",,
"Purchase budget","Presupuesto de compra",,
"Purchase budgets","Presupuestos de compra",,
"Purchase order line","Linea de orden de compra",,
"Purchase orders","Ordenes de compra",,
"Realized amount","Monto realizado",,
"Realized line","Linea realizada",,
"Realized lines","Lineas realizadas",,
"Realized total amount","Realizado acumulado",,
"Realized with no po","Realizado sin compromiso",,
"Realized with po","Realizado con compromiso",,
"Ref.","Referencia",,
"Related budgets","Presupuestos relacionados",,
"Remaining open amount","Monto de presupuesto disponible",,
"Remains for sale","Continua en venta",,
"Represents the expected amount minus the sum of realized amounts and the sum of moves of status simulated.","Representa la diferencia entre el monto inicial y la suma de los montos realizados y la suma de los montos de las entradas con estado simulado",,
"Represents the expected amount minus the sum of realized amounts.","Representa el monto inicial menos la suma de los montos realizados",,
"Represents the sum of amounts realized with or without commitment that exceed the initial","Representa la suma de los movimientos realizados con o sin compromiso que exceden el inicial",,
"Represents the sum of moves of status simulated.","Representa la suma de los movimientos con estado simulado",,
"Represents the sum of orders of status requested, validated or finished and that don't have a invoiced invoice.","Representa la suma de ordenes de estado solicitado, validados o terminados y que no cuentan con una factura desglosada",,
"Represents the sum of orders of status requested, validated or finished and that don't have an invoiced invoice.","Representa la suma de ordenes de estado solicitado, validados o terminados y que no cuentan con una factura desglosada",,
"Represents the sum of purchase orders of status requested, validated or finished and that don't have a invoiced invoice.","Representa la suma de ordenes de compra de estado solicitado, validados o terminados y que no cuentan con una factura desglosada",,
"Represents the sum of ventilated invoices with an order.","Representa la suma de las facturas desglosadas que cuentan con una orden de compra",,
"Represents the sum of ventilated invoices with no order and daybook and accounted moves with no invoice.","Representa la suma de las facturas desglosadas sin orden de compra y los movimientos contados en borrador o contabilizadas sin factura",,
"Represents the sum of ventilated invoices with no purchase order and daybook and accounted moves with no invoice.","Representa la suma de las facturas desglosadas sin orden de compra y los movimientos contados en borrador o contabilizadas sin factura",,
"SO line","Linea de orden de venta",,
"SO lines","Lineas de orden de venta",,
"Sale budget","Presupuesto de venta",,
"Sale budgets","Presupuestos de venta",,
"Sale order","Orden de venta",,
"Sale order line","Linea de orden de venta",,
"Section","Seccion",,
"Section Level","Seccion",,
"Section line","Seccion",,
"Sections","Secciones",,
"See budget distribution lines","Ver lineas de distribucion de presupuesto",,
"See detail","Ver detalle",,
"See purchase order lines","Ver lineas de orden de compra",,
"Simulated Moves","Movimientos simulados",,
"Simulated amount","Monto simulado",,
"Source","Fuente",,
"Start Date","Fecha de inicio",,
"Status","Estado",,
"Status select","Estado",,
"Supplier RFQ/PO","Solicitud de cotizacion/Orden de compra de proveedor",,
"Template","Plantilla",,
"Templates","Plantillas",,
"The budget distribution amount exceed the amount on the order line with product %s, please correct it","El monto de distribucion de presupuesto excede el monto en la linea de orden con producto %s, por favor, corrijalo",,
"The budget distribution amount for budget %s exceeds the amount of the invoice line %s, please correct it","El monto de distribucion para el presupuesto %s excede el monto de la linea de factura %s, por favor, corrijalo",,
"The budget distribution amount for budget %s exceeds the amount of the move line %s, please correct it","El monto de distribucion para el presupuesto %s excede el monto de la linea de movimiento %s, por favor, corrijalo",,
"The budget distribution amount for budget %s exceeds the amount of the order line %s, please correct it","El monto de distribucion para el presupuesto %s excede el monto de la linea de orden %s, por favor, corrijalo",,
"The budget distribution has not been computed yet. By launching this action, you can no longer compute the budget distribution. Do you want to proceed ?","La distribucion de presupuesto no ha sido configurada todavia. Al ejecutar esta accion, ya no sera capaz de terminarla. Desea proceder?",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill at least one accounting account before validating in order to ensure its generation (Budget %s)","La clave de presupuesto se encuentra activa en la configuracion de cuenta de la compania %s. Debido a esto, necesita llenar al menos una cuenta contable antes de validar para asehurar su generacion (presupuesto %s)",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill the analytic axis and the analytic account before validating in order to ensure its generation (Budget %s)","La clave de presupuesto se encuentra activa en la configuracion de cuenta de la compania %s. Debido a esto, necesita llenar el eje analitico y la cuenta analita antes de validar para asegurar su generacion (presupuesto %s)",,
"The budget key is missing in budget %s. Please fill account and analytic distribution configuration in budget before validating in order to ensure its generation","Falta la clave de presupuesto en el presupuesto %s. Por favor, configure las cuentas contables y configuracion de distribucion analitica en Presupuesto antes de validar para asegurar su generacion",,
"The total amount is greater than the budget distribution total.","El monto total es mayor que el total de la distribucion de presupuesto",,
"There is already a budget key using the same combination of company, dates, accounts and analytic accounts and axis than the budget line %s","Ya existe una clave de presupuesto que utiliza la misma combinacion de compania, fechas, cuentas contables y ejes que la linea de presupuesto %s",,
"To","A",,
"To be committed amount","Pendiente a comprometer",,
"To date","Fecha de finalizacion",,
"To generate periods, please fill in the Period duration.","Por favor, llene la duracion de periodo para ser capaz de generar el periodo",,
"To generate periods, please fill in the limits of the budget.","Por favor, llene los limites de el presupuesto para ser capaz de generar el periodo",,
"Too much iterations.","Demasiadas iteraciones",,
"Total W.T.","Total sin impuestos",,
"Total amount attributed","Total imputado",,
"Total amount available","Disponible",,
"Total amount committed","Compromiso inicial",,
"Total amount expected","Inicial",,
"Total amounts","Monto total",,
"Total unassigned amount","Total sin impuestos",,
"Type","Tipo",,
"Unassigned amount","Pendiente a comprometer",,
"Unit price W.T.","Precio unitario sin impuestos",,
"Update dates","Actualizar fechas",,
"Valid","Validado",,
"Validated","Validado",,
"Version Number","Version",,
"Warning : There is a budget overrun for %s. The available balance is %.2f %s. If you click OK you will be in excess, do you want to continue ?","Advertencia: Hay un exceso en el presupuesto para %s. El saldo disponible es de %.2f %s. Si hace clic en OK, estara en exceso. Desea continuar?",,
"Warning, existing lines will be deleted, do you wish to continue?","Advertencia, las lineas existentes seran eliminadas, desea continuar?",,
"When budget key is enabled, you must check at least one line on analytic axis to be included in budget key computation","Cuando la clave de presupuesto se encuentra activa, debe marcar al menos una linea de eje analitico para incluir en la clave de presupuesto",,
"You can't compute the budget distribution because you are not authorized to.","Usted no puede actualizar la distribucion de presupuesto ya que no tiene los permisos necesarios para hacerlo",,
"You cannot archive this budget without filling in a version end date.","No es posible archivar este presupuesto sin haber llenado una fecha de fin de version",,
"archiveBtn","Archivar",,
"budget","Presupuesto",,
"budget.Budget","Linea de presupuesto",,
"budget.custom","Personalizar",,
"copy","copiar",,
"draftBtn","Guardar como borrador",,
"validateBtn","Validar",,
