"key","message","comment","context"
"Expense lines","Lineas de gastos",,
"Expenses","Gastos",,
"Extends members from parent","Heredar miembros de proyecto padre",,
"Fields to display","Campo(s) a desplegar",,
"Find a task","Buscar una tarea",,
"Finish","Terminar",,
"Finish tasks to finish","Por favor, termine las tareas para terminar",,
"Finish tasks to start","Por favor, termine las tareas para iniciar",,
"First","Primero(a)",,
"Folder","Carpeta",,
"Follow-up","Seguimiento",,
"Followers","Seguidores",,
"Frequency","Frecuencia",,
"Frequency end date cannot be before task date.","Fecha de fin de frecuencia no debe ser anterior a fecha de tarea",,
"From","De",,
"From Date","De",,
"From date","Fecha de inicio",,
"Full screen","Pantalla completa",,
"Gantt",,,
"Gantt with project","Gantt por proyecto",,
"Gantt with user","Gantt por usuario",,
"Gen proj type per order line","Tipo de elemento generado por linea de proyecto",,
"Generate quotation","Generar cotizacion",,
"Generate sequence for project","Generar secuencia para proyecto",,
"Generated project","Proyecto generado",,
"High","Alto(a)",,
"Historical","Historial",,
"Image","Imagen",,
"Import all members","Importar todos los miembros",,
"Imputable","Imputable en calendarios",,
"Imputable to HR timesheets","Imputable en calendarios de RH",,
"Include","Incluir",,
"Include sub context projects","Incluir proyectos debajo",,
"Incomplete tasks","Tareas no terminadas",,
"Integer","Entero",,
"Internal Description","Descripcion interna",,
"Invalid model name","Nombre de plantilla invalido",,
"Invalid selection name","Nombre de seleccion invalida",,
"Invoices","Facturas",,
"Invoicing","Factuacion",,
"Invoicing unit","Unidad de facturacion",,
"Is unique task for multiple quantity","Es tarea unica para cantidad multiple",,
"Issue tracking","Administracion de anomalias",,
"Just my tasks","Solo mis tareas",,
"Last status","Ultimo estado",,
"Last updated on","Ultima actualizacion el",,
"Latest News","Ultimas noticias",,
"Load more","Desplegar mas",,
"Log Times","Tiempos transcurridos",,
"Log time","Tiempo transcurrido",,
"Low","Bajo(a)",,
"Make a subtask of","Hacer sub-tarea de",,
"Make this task a subtask of another project task","Convertir esta tarea en una sub-tarea de otra tarea de proyecto",,
"Manage lines","Administrar lineas",,
"Mark Complete","Pasar a Terminado",,
"Mark Incomplete","Pasar a No Terminado",,
"Members","Miembros",,
"Membres","Miembros",,
"Message","Mensaje",,
"MultiSelect","Seleccion multiple",,
"My open tasks","Mis tareas abiertas",,
"My projects","Mis proyectos",,
"My tasks due","Mis tareas retrasadas",,
"My tasks to do","Mis tareas en proceso",,
"My today planning","Mi planificacion de el dia",,
"My topics","Mis temas",,
"My upcoming planning","Mis planificaciones por venir",,
"Name","Nombre",,
"New Task","Nueva tarea",,
"New line","Anadir linea de actividades provisionales",,
"New task","Nueva tarea",,
"New ticket","Nuevo ticket",,
"New topics","Nuevo tema",,
"Next >>","Siguiente >>",,
"Next project sequence","Secuencia de proyecto siguiente",,
"Next task","Siguiente tarea",,
"No data to display","Ningun dato a desplegar",,
"Normal",,,
"Not specified","No especificado(a)",,
"Notes","Notas",,
"Open","Abrir",,
"Open gantt","Abrir Gantt",,
"Open phase","Abrir fase",,
"Open task","Abrir tarea",,
"Open task btn","Abrir tarea",,
"Order Accepted","Cotizacion aceptada",,
"Order Proposed","Cotizacion propuesta",,
"Order by state","Ordenar por estado",,
"Overview","Resumen",,
"Parent Task","Tarea padre",,
"Parent project","Proyecto padre",,
"Parent task","Tarea padre",,
"Per section calendar","Por seccion (calendario)",,
"Per section kanban","Por seccion (kanban)",,
"Per status calendar","Por estado (calendario)",,
"Per status kanban","Por estado (kanban)",,
"Per user calendar","Por usuario (calendario)",,
"Phase by line","Fase por linea",,
"Phases","Fases",,
"Planned Time Planning","Planificacion provisional de tiempos",,
"Planned charge","Carga planificada",,
"Planned progress","Progreso planificado",,
"Planning","Planificacion",,
"Please fill in task date.","Por favor, llene la fecha de la tarea",,
"Please select project","Por favor, seleccione un proyecto",,
"Please select user","Por favor, seleccione un usuario",,
"Predecessors tasks","Tareas anteriores",,
"Preferences","Preferencias",,
"Printed from Axelor open platform","Imprimir",,
"Priorities?","Prioridades?",,
"Priority","Prioridad",,
"Product","Producto",,
"Production","Produccion",,
"Progress","Progreso",,
"Project","Prooyecto",,
"Project Activities","Actividades de proyecto",,
"Project Activity","Actividad de proyecto",,
"Project Calendar","Calendario de proyecto",,
"Project Folder","Carpeta",,
"Project Gantt","Gantt",,
"Project Label","Etiqueta de proyecto",,
"Project Phase","Fase de proyecto",,
"Project Priority","Prioridad de proyecto",,
"Project Task","Tarea",,
"Project Task Category","Categoria de tarea",,
"Project Task Section","Seccion de tarea",,
"Project Task Tree","Arbol de tareas",,
"Project Tasks","Tareas",,
"Project alone","Proyecto solo",,
"Project dashboard","Tablero de proyecto",,
"Project fields","Campos de proyecto",,
"Project filters","Filtros de proyecto",,
"Project name","Nombre de proyecto",,
"Project status","Estado de proyecto",,
"Project task category","Categoria de proyecto",,
"Project task category filters","Filtro de categoria de proyecto",,
"Project task filters","Filtro de tareas de proyecto",,
"Project task list","Lista de proyecto",,
"Project template","Plantilla de proyecto",,
"Project template filters","Filtros de plantilla de proyecto",,
"Project templates","Plantillas de proyecto",,
"Project.Resource","Recursos",,
"Project/Business (Project)","Proyecto",,
"Projects","Proyectos",,
"Projects tree","Arbol de proyectos",,
"Purchase order lines","Lineas de orden de compra",,
"Purchases","Compras",,
"Quantity","Cantidad",,
"Related Projects","Proyectos relacionados",,
"Related Tasks","Tareas relacionadas",,
"Remove lines","Eliminar lineas",,
"Remove selected lines","Eliminar lineas seleccionadas",,
"Reportings","Reportes",,
"Reset","Restaurar",,
"Resource","Recurso",,
"Resource booking","Reservacion de recursos",,
"Resource bookings","Reservacion de recursos",,
"Resource management","Administracion de recursos",,
"Resource type","Tipo de recurso",,
"Resource types","Tipos de recursos",,
"Resources","Recursos",,
"Roadmap","Mapa",,
"Sale order lines","Lineas de orden",,
"Sales","Ventas",,
"Section","Seccion",,
"Section?","Seccion?",,
"Select","Seleccionar",,
"Select Projects","Proyectos",,
"Select Users","Usuarios",,
"Select lines to remove","Seleccionar lineas a eliminar",,
"Select new lines","Anadir nuevas lineas",,
"Select values","Seleccionar valores",,
"Seq.","Secuencia",,
"Sequence","Secuencia",,
"Serial/batch number","No. de serie/lote",,
"Show expense lines","Ver lineas de gastos",,
"Show production orders","Ver ordenes de produccion",,
"Show purchase order lines","Ver lineas de compra",,
"Show sale order lines","Ver lineas de orden",,
"Show sub-projects","Desplegar sub-proyectos",,
"Signature","Firma",,
"Spent time","Tiempo transcurrido",,
"Start","Iniciar",,
"Start date","Fecha de inicio",,
"Start tasks to finish","Iniciar tareas para terminar",,
"Start tasks to start","Iniciar tareas para iniciar",,
"Status","Estado",,
"Status?","Estado?",,
"Stop","Detener",,
"String","Cadena",,
"Sub Tasks","Sub-tareas",,
"Sub-Projects","Sub-proyectos",,
"Subject","Tema",,
"Supplier Invoice lines","Lineas de factura de proveedor",,
"Supplier contracts","Contratos de proveedor",,
"Suprojects","Sub-proyectos",,
"Synchronize","Sincronizar",,
"Tag","Etiqueta",,
"Tag color","Color de etiqueta",,
"Tags","Etiquetas",,
"Take charge","Tomar cargo",,
"Task","Tarea",,
"Task Calendar","Calendario de tareas",,
"Task Description","Descripcion de tarea",,
"Task Description as Project Description","Descripcion de tareas como descripcion de proyecto",,
"Task Invoicing","Facturacion de tareas",,
"Task Name","Nombre de tarea",,
"Task Tree","Arbol de tareas",,
"Task User as Project Members","Usuario de tarea como miembros de proyecto",,
"Task assigned to","Tarea asignada a ",,
"Task assigned to the client","Tarea asignada a cliente",,
"Task assigned to the provider","Tarea asignada a prestador",,
"Task by line","Tarea por linea",,
"Task date","Fecha",,
"Task deadline","Fecha limite",,
"Task duration","Duracion",,
"Task editor","Editor de tareas",,
"Task end","Fin de tarea",,
"Task fields","Campos de tarea",,
"Task history","Historial de tareas",,
"Task planning","Planificacion de tareas",,
"Task progress","% de progreso",,
"Task recurrence","Recuerrencia de tarea",,
"Task status","Estado de tarea",,
"Task template","Plantilla de tarea",,
"Task template filters","Filtros de plantilla de tarea",,
"Task template list","lista de plantillas de tarea",,
"Task templates","Plantillas de tarea",,
"TaskEditor.comment","Comentarios",,
"TaskEditor.concurrencyError","Error de actualizacion, por favor, refresque la pagina",,
"TaskEditor.deleteRecord","Eliminar registro",,
"TaskEditor.deleteRecordConfirm","Realmente desea eliminar la seccion?",,
"TaskEditor.deleteSuccess","Eliminado(a) exitosamente",,
"TaskEditor.error","Error",,
"TaskEditor.filter","Filtrar",,
"TaskEditor.none","Ninguno(a)",,
"TaskEditor.projectCreateSuccess","Creado(a) exitosamente",,
"TaskEditor.removeSuccess","Eliminado(a) exitosamente",,
"TaskEditor.sectionDeleteSuccess","Seccion eliminada exitosamente",,
"TaskEditor.sort","Ordenar",,
"TaskEditor.taskAddError","Error al anadir tarea",,
"TaskEditor.taskAddSuccess","Tarea anadida exitosamente",,
"TaskEditor.taskDate","Fecha de tarea",,
"TaskEditor.taskDeleteSuccess","Tarea eliminada exitosamente",,
"TaskEditor.undo","Cancelar",,
"TaskEditor.uploadError","Error durante descarga",,
"TaskEditor.uploadSuccess","Descarga exitosa",,
"Tasks","Tareas",,
"Tasks created by me","Tareas creadas por mi",,
"Tasks to finish before finish","Tareas a terminar antes de terminar",,
"Tasks to start before start","Tareas a terminar antes de iniciar",,
"Team","Equipo",,
"Technical type","Tipo tecnico",,
"Templates","Plantillas",,
"The company %s doesn't have any configured sequence for Project","La compania %s no cuenta con una secuencia configurada para proyectos",,
"The parent task creates a loop in the task tree.","La tarea padre creo un bucle en el arbol de tareas",,
"This resource is already booked for this period","El recurso ya se encuentra reservado para este periodo",,
"This task is deleted","Esta tarea ha sido eliminada",,
"Ticker number","No. de ticket",,
"Ticket",,,
"Tickets",,,
"Time Spent","Tiempo transcurrido",,
"Time Spent?","Tiempo transcurrido?",,
"Timer","Cronometro",,
"Timer list","Lista de cronometro",,
"TimesheetLine.timeSpent","Tiempo transcurrido",,
"Title","Titulo",,
"To Date","A",,
"To Invoice","A facturar",,
"To be invoiceable, each element (task, timesheet, expenses, etc.) has to be set with the checkbox ""To invoice"" as True. These boolean buttons below will set newly created element with ""To invoice"" as True.","Para ser facturable, cada elemento (tarea, tiempo registrado, gasto, etc.) debe tener la casilla 'A facturar' marcada. Los botones a continuacion marcaran automaticamente la casilla 'A facturar' en los pr�ximos elementos recien creados",,
"To create new timespent lines, you need to do it via project task or via the HR ""Complete my Timesheet"" menu.","Para crear nuevas entradas de tiempo pasado, puedes hacerlo desde una tarea del proyecto o desde el menu de Recursos Humanos 'Completar mi calendario'",,
"To date","A",,
"Today","Hoy",,
"Tools","Herramientas",,
"Topic","Tema",,
"Topic created by","Tema creado por",,
"Topic?","Tema?",,
"Topics","Temas",,
"Topics (${name})","Temas (${name})",,
"Total","Total",,
"Total duration (Hours)","Duracion total (horas)",,
"Total planned hours","Horas totales planificadas",,
"Tree view","Arbol de tareas",,
"Type","Tipo",,
"Type of authorized activities","Tipo de actividades autorizadas",,
"Type of authorized categories","Tipo de categorias autorizadas",,
"Type of authorized priorities","Tipo de prioridades autorizadas",,
"Type of authorized status","Tipo de estados autorizados",,
"Undelete","Cancelar",,
"Unit price","Precio unitario",,
"Unlink selected lines","Desenlazar lineas seleccionadas",,
"Untitled section","Nueva seccion",,
"Update period according to task","Actualizar periodo por reporte a tarea",,
"Urgent","Urgente",,
"User","Usuario",,
"User Gantt","Gantt de usuario",,
"User Task","Tarea de usuario",,
"Users","Usuarios",,
"Validated Timesheet lines","Lineas de calendario validadas",,
"View all issues","Ver todas las anomalias",,
"View details","Ver detalles",,
"Waiting Timesheet lines","Lineas de calendario en espera",,
"Wiki",,,
"Wiki folder","Carpeta wiki",,
"Wikis ${_projectName}",,,
"Wikis (${name})",,,
"Yesterday","Ayer",,
"You have no active team, the planning can't be generated","No cuenta con un equipo activo, la planificacion no puede ser generada",,
"You have no projects or tasks bound to you, your planning can't be generated.","No se encuentra en ningun proyecto o tarea, su planificacion no se generara",,
"You have selected no team for this project","No ha seleccionado ningun equipo para el proyecto",,
"Your team has no projects or tasks bound to it, the planning can't be generated.","Su equipo no se encuentra en ningun proyecto o tarea, su planificacion no se generara",,
"[\u0412\u0447\u043e\u0440\u0430",,,
"[\u0417\u0430\u0432\u0442\u0440\u0430",,,
"[\u041c\u0438\u043d\u0443\u043b\u043e\u0433\u043e] dddd [",,,
"[\u041c\u0438\u043d\u0443\u043b\u043e\u0457] dddd [",,,
"[\u0421\u044c\u043e\u0433\u043e\u0434\u043d\u0456",,,
"[\u0423] dddd [",,,
"hours","horas",,
"to","A",,
"updated document","documento actualizado",,
"value:Canceled","Cancelar",,
"value:Done","Terminado(a)",,
"value:High","Alto(a)",,
"value:In progress","En proceso",,
"value:Low","Bajo(a)",,
"value:New","Nuevo(a)",,
"{{track.title}}",,,
