"key","message","comment","context"
"ABC class","Clase ABC",,
"ABC classes","clases ABC",,
"API Documentation","Documentacion de API",,
"ARTMIN","ARTMIN",,
"AZTEC","AZTEC",,
"AbcAnalysis.analysisResult","Resultado de analisis",,
"AbcAnalysis.company","Compania",,
"AbcAnalysis.createdBy","Creado por:",,
"AbcAnalysis.description","Descripcion:",,
"AbcAnalysisLine.category","Categoria:",,
"AbcAnalysisLine.class","Clase",,
"AbcAnalysisLine.code","Codigo",,
"AbcAnalysisLine.cumulatedQty","Cantidad acumulada",,
"AbcAnalysisLine.cumulatedWorth","Valor acumulado",,
"AbcAnalysisLine.name","Nombre",,
"AbcAnalysisLine.qty","Cantidad",,
"AbcAnalysisLine.worth","Valor",,
"Access to model fields","Accesar a campos de modulo",,
"Account Number","Numero de cuenta",,
"Account config","Configuracion de cuenta",,
"Account management","Administracion de cuenta",,
"Account management filters","Filtros de administracion de cuenta",,
"Account management list","Lista de administracion de cuenta",,
"Account managements","Administraciones de cuenta",,
"Account moves","Movimientos de cuenta",,
"Accounting","Contabilidad",,
"Accounting Exports","Exportacion contables",,
"Accounting configuration","Configuracion de contabilidad",,
"Accounting family","Familia contable",,
"Accounting situation","Situacion contable",,
"Accounting situations","Situaciones contables",,
"Accounts Configurations","Configuraciones de cuentas",,
"Accounts configuration","Configuracion de cuentas",,
"Action","Accion",,
"Action does not exists or invalid for the object(%s)","La accion no existe es invalida para el objeto(%s)",,
"Action name cannot be null.","El nombre de la accion no puede ser nulo.",,
"Actions","Acciones",,
"Activate bar code generation for products","Activar generacion de codigo de barras para productos",,
"Activate sending email","Activar envio de email",,
"Activation","Activacion",,
"Active","Activo",,
"Active Team","Equipo activo",,
"Active company","Compa��a activa",,
"Active users","Usuarios activos",,
"Add Guests","A�adir invitado",,
"Additionnal","Adicional",,
"Address","Direccion",,
"Address certified by QAS engine","Direccion certificada por QAS",,
"Address details","Detalles de direccion",,
"Address filters","Filtros de direccion",,
"Address list","Lista de direccion",,
"Address position","Posicion de direccion",,
"Address precisions","Precisiones de direccion",,
"Address type","Tipo de direccion",,
"Addresses","Direcciones",,
"Addresses validation","Validacion de direcciones",,
"Adjust History","Ajustar historial",,
"Adjust period","Ajustar periodo",,
"Adjusting","Ajustando",,
"Administration","Administracion",,
"Advance Fields Export","Exportacion avanzada de campos",,
"Advance import","Importacion avanzada",,
"Advanced Export","Exportacion avanzada",,
"Advanced export","Exportacion avanzada",,
"Advanced export line","Linea de exportacion avanzada",,
"Advanced export lines","Lineas de exportacion avanzadas",,
"Advanced exports","Exportaciones avanzadas",,
"Advanced import","Importacion avanzada",,
"Advanced import is not validated","La importacion avanzada no esta validad",,
"Advanced imports","Importaciones avanzadas",,
"Advanced synchronization","Sincronizacion avanzada",,
"Agency","Agencia",,
"All Actions","Todas las acciones",,
"All Clients","Todos los clientes",,
"All Countries","Todos los paises",,
"All Employees","Todos los empleados",,
"All Enterprises","Todas las empresas",,
"All Individuals","Todos los individuos",,
"All Mailing lists","Todas las listas de correo",,
"All Prospects","Todos los prospectos",,
"All Suppliers","Todos los proveedores",,
"All Views","Todas las vistas",,
"All clients","Todos los clientes",,
"All day","Todo el dia",,
"All events","Todos los eventos",,
"All my calendars","Todos mis calendarios",,
"All permissions","Todos los permisos",,
"All prospects","Todos los prospectos",,
"All prospects and clients","Todos los prospectos y clientes",,
"All suppliers","Todos los proveedores",,
"All tasks","Todas las tareas",,
"All teams","Todos los equipos",,
"All users","Todos los usuarios",,
"Allow notifications to be sent by email","Permitir que se envien notificaciones por email",,
"Allow to force purchases quantities","Permitir forzar cantidades de compra",,
"Allow to force sales quantities","Permitir forzar cantidades de venta",,
"Alpha-2 code (ISO)","Codigo ISO Alpha-2",,
"Alpha-3 code (ISO)","Codigo ISO Alpha-3",,
"Always A.T.I.","Siempre A.T.I.",,
"Always W.T.","Siempre W.T.",,
"America/New_York","America/Nueva_York",,
"Amount/%","Cantidad/%",,
"An error occured while executing '%s'.","Ocurrio un error mientras se ejecutaba '%s'",,
"An error occurred, please check your configuration.","Ocurrio un error, por favor, verifique su configuracion",,
"Analysis is already on going.","Analisis esta en curso",,
"Analytics","Analiticos",,
"Analyzing","Analizando",,
"Animation","Animacion",,
"AnimationEnd","Fin de animacion",,
"AnimationIteration","Iteracion de animacion",,
"AnimationStart","Inicio de animacion",,
"Anomalies","Anomalias",,
"Anomaly","Anomalia",,
"App","App",,
"App base","App Base",,
"Applicable dates","Fechas aplicables",,
"Application","Aplicaci�n",,
"Application Config","Configuracion de aplicacion",,
"Application begin date","Fecha de inicio de aplicacion",,
"Application end date","Fecha de fin de aplicaci�n",,
"Application start Date","Fecha de inicio de aplicacion",,
"Application type","Fecha de aplicacion",,
"Apply","Aplicar",,
"Apply modifications to next tasks","Aplicar modificaciones a las siguientes tareas",,
"Apply on","Aplicar en",,
"Apps management","Administracion de apps",,
"April","Abril",,
"Archived","Archivado",,
"Are you sure to replace ?","Esta seguro(a) que desea reemplazar?",,
"Are you sure you want to run the analysis ? It can take a long time.","Esta seguro(a) que desea ejecutar el analisis? Es posible que tome un tarde un largo tiempo",,
"Are you sure you want to start the import?","Esta seguro(a) que desea iniciar la importacion?",,
"Area name","Nombre de area",,
"Article dimension","Dimensiones de articulo",,
"Article volume","Volumen de articulo",,
"Artmin","Artmin",,
"Ascending","Ascendente",,
"Assigned to","Asignado a",,
"Assigned to user","Asignado a usuario",,
"At least one iban code you have entered for this partner is not valid. Here is the list of invalid codes : %s","Por lo menos un codigo iban de los introducidos para el socio no es valido. Lista de codigos invalidos: %s",,
"Attach","Adjuntar",,
"Attach to model","Adjuntar a modelo",,
"Attached files","Archivos adjuntos",,
"Attached partners","Socios adjuntos",,
"Attachment directory OR Application source does not exist","La fuente del directorio o aplicaci�n adjunto no existe",,
"Attachments","Adjuntos",,
"Attachments must be in zip format","Los adjuntos deben tener formato .zip",,
"Attempted to get a field from product '%s' but forgot to specify which field.","Se intento obtener un campo del producto '%s' pero no se espcifico cual campo",,
"Attempted to get field '%s' for unspecified product.","Se intento obtener el campo '%s' de un producto sin especificar",,
"Attendees","Atendientes",,
"Attributes","Atributos",,
"Attrs","Atributos",,
"August","Agosto",,
"Authentication failed.","Autenticacion fallida",,
"Authorization","Autorizacion",,
"Authorization details","Detalles de autorizacion",,
"Auto","Automatico",,
"Auto import","Importacion automatica",,
"Availability","Disponibilidad",,
"Available","Disponible",,
"Available stock","Stock disponible",,
"Average Price","Precio promedio",,
"BBAN","BBAN",,
"BBan Key","Clave BBAN",,
"BIC","BIC",,
"BIC (Bank Identifier)","BIC (Identificador de banco)",,
"BIRT template file","Archivo de plantilla BIRT",,
"Back","Atras",,
"Backup","Respaldo",,
"Backup Created","Respaldo creado",,
"Backup File","Archivo de respaldo",,
"Backup On","Respaldar en",,
"Backup Restore Error","Error de restauracion de respaldo",,
"Backup Restored","Respaldo restaurado",,
"Bad header row:","Fila de encabezado invalida:",,
"Bad import file","Archivo de importacion invalido",,
"Balance","Balance",,
"Bank","Banco",,
"Bank Code","Codigo de banco",,
"Bank Details","Detalles de banco",,
"Bank Details list","Lista de detalles de banco",,
"Bank Identifier Code","Codigo de identificacion de banco",,
"Bank Identifier Codes","Codigos de identificacion de banco",,
"Bank Name","Nombre de banco",,
"Bank accounts","Cuentas de banco",,
"Bank card","Tarjeta de banco",,
"Bank detail filters","Filtros de detalles de banco",,
"Bank details","Detalles de banco",,
"Bank details tree","Arbol de detalles de banco",,
"Bank payment config","Configuracion de pago de banco",,
"Barcode","Codigo de barras",,
"Barcode Type","Tipo de codigo de barras",,
"Barcode format not supported","Formato de codigo de barras no soportado",,
"Barcode type configuration","Configuracion de tipo de codigo de barras",,
"Barcode type configurations","Configuraciones de tipo de codigo de barras",,
"Base","Base",,
"Base Batch","Lote de base",,
"Base batch","Lote de base",,
"Base batch filters","Filtros de lote de base",,
"Base batches","Lotes de base",,
"Based on","Basado en",,
"Basic overview","Resumen basico",,
"Batch","Lote",,
"Batch %s is now finished","Lote %s se finalizo",,
"Batch %s unknown","Lote %s desconocido",,
"Batch code","Codigo de lote",,
"Batch execution is now finished","Ejecucion de lote se finalizo",,
"Batch report:","Reporte de lote:",,
"Batch type","Tipo de lote",,
"Batches","Lotes",,
"Batches dashboard","Tablero de lotes",,
"Batchs","Lotes",,
"Be aware that the address is already in use on other documents, do you still want to modify it ?","La direccion ya esta en uso en otros documentos, desea modificarla de cualquier manera?",,
"Bean is not an instance of","Bean no es una instancia de",,
"BigDecimal","BigDecimal",,
"Bill of materials","Lista de materiales",,
"Binding","Enlace",,
"Binding file","Archivo enlace",,
"Birt Template","Plantilla BIRT",,
"Birt Template parameter","Parametro de plantilla BIRT",,
"Birt Template parameters","Parametros de plantilla BIRT",,
"Birt Templates","Plantillas BIRT",,
"Birt template","Plantilla BIRT",,
"Birt templates","Plantillas BIRT",,
"Block until","Bloquear hasta",,
"Blocked","Bloqueado(a)",,
"Blocking","Bloqueo",,
"Blocking Type","Tipo de bloqueo",,
"Blocking done by","Bloqueado(a) por",,
"Blocking follow-up List","Seguimiento a lista de bloqueados",,
"Blocking reason","Razon de bloqueo",,
"Blocking reasons","Razones de bloqueo",,
"Blockings","Bloqueos",,
"Boolean","Booleano",,
"Both currencies must be saved before currency rate apply","Ambas monedas deben ser guardadas antes de aplicar tasa de cambio",,
"Branch Identifier (Branch Code)","Codigo de sucursal",,
"Business Party Prefix (Bank Code)","Codigo de banco",,
"Business Party Suffix (Location Code)","Codigo de ubicaci�n",,
"Busy","Ocupado(a)",,
"Buy","Comprar",,
"Buy and produce","Comprar y producir",,
"By activating this option, then all related printed document will automatically be attached on dms","Al activar esta opcion, todos los documentos impresos relacionados seran automaticamente adjuntados al GED",,
"CALENDAR_SERVER",,,
"CGP",,,
"CHANDLER",,,
"CID",,,
"CODABAR",,,
"CODE_128",,,
"CODE_39",,,
"COG","COG",,
"CREATE","Crear",,
"CRM config","Configuracion de CRM",,
"CSV",,,
"CSV Backup Fetch Limit","Limite de recuperacion de archivo CSV de respaldo",,
"CSV File","Archivo CSV",,
"Calculation method","Metodo de calculo",,
"Calendar","Calendario",,
"Calendar Configurations","Configuraciones de calendario",,
"Calendar User","Usuario de calendario",,
"Calendar Users","Usuarios de calendario",,
"Calendar configuration","Configuracion de calendario",,
"Calendar configuration not valid","Configuracion de calendario no valida",,
"Calendar configurations","Configuraciones de calendario",,
"Calendar permission","Permiso de calendario",,
"Calendar permissions","Permisos de calendario",,
"Calendar synchronization","Sincronizacion de calendario",,
"Calendars","Calendarios",,
"Calendars Configuration","Configuracion de calendarios",,
"Calendars are empty, there is no event to synchronize.","Los calendarios estan vacios, no hay eventos a sincronizar",,
"Calendars permissions","Permisos de calendario",,
"Call","Llamar",,
"Calling code","Codigo de llamada",,
"Can not find object.","No se pudo encontrar el objeto",,
"Can't generate draft sequence number on an unsaved record.","No se puede generar un numero de secuencia de borrador en un registro no guardado",,
"Cancel Reason","Razon de cancelacion",,
"Cancel Reasons","Razones de cancelacion",,
"Cancel reason filters","Filtros de razon de cancelacion",,
"Canton","Canton",,
"Canton Code","Codigo de canton",,
"Cantons","Cantones",,
"Canâ€™t convert into an individual partner from scratch.","No se puede convertir en un socio individual desde cero",,
"Carrier","Operador",,
"Cash","Efectivo",,
"Catalog","Catalogo",,
"Categories tree","Arbol de categorias",,
"Categorization","Categorizacion",,
"Category","Categoria:",,
"Cause","Causa",,
"Center","Centro",,
"Change password","Cambiar contrasena",,
"Change password?","Cambiar contrasena?",,
"Changing manually the end date of a sequence which reset yearly or monthly could break the sequence system.","Cambiar manualmente la fecha de fin de una secuencia que se reinia anual o mensualmente podria corromper el sistema de secuencia",,
"Chart","Grafica",,
"Check","Verificar",,
"Check Duplicate","Verificar duplicados",,
"Check all error first","Verificar primero todos los errores",,
"Check duplicate","Verificar duplicados",,
"Check existing sequence on generation","Verificar secuencias existentes al generar",,
"Check expiration date at stock move realization","Verificar fecha de expiracion al realizar movimiento de stock",,
"Check faker method","Verificar metodo faker",,
"Check log file in tabs configuration","Verificar archivo de logs en la configuracion de pestanas",,
"Check registration code","Verificar codigo de registro",,
"Check that if files should be imported from a connector","Verificar si los archivos deben ser importados desde un conector",,
"Cheque","Cheque",,
"Choose","Escoger",,
"Cities","Ciudades",,
"Citizenship","Ciudadania",,
"City","Ciudad",,
"City import completed","Importacion de ciudad completada",,
"Civil Year","Ano civil",,
"Civil year already exist for ${com.axelor.i18n.L10n.getInstance().format(fromDate)} and ${com.axelor.i18n.L10n.getInstance().format(toDate)}.","Ya existe ano civil para ${com.axelor.i18n.L10n.getInstance().format(fromDate)} y ${com.axelor.i18n.L10n.getInstance().format(toDate)}.",,
"Civility","Estado civil",,
"Class","Clase",,
"Class name","Nombre de clase",,
"Classes and products","Clases y productos",,
"Classic products","Productos clasicos",,
"Classification","Clasificacion",,
"Classification param 1","Parametro de clasificacion 1",,
"Classification param 2","Parametro de clasificacion 2",,
"Classification param 3","Parametro de clasificacion 3",,
"Classification param 4","Parametro de clasificacion 4",,
"Classification rule 1","Regla de clasificacion 1",,
"Classification rule 2","Regla de clasificacion 2",,
"Classification rule 3","Regla de clasificacion 3",,
"Classification rule 4","Regla de clasificacion 4",,
"Clean logs manually","Limpiar logs manualmente",,
"Clear selection","Vaciar seleccion",,
"Client","Cliente",,
"Client ID","ID de cliente",,
"Client portal access","Acceso de portal de cliente",,
"ClientSituation.12MonthTurnover","Ingreso de 12 meses",,
"ClientSituation.address","Direccion",,
"ClientSituation.avgOrderAmt","Monto de orden promedio",,
"ClientSituation.commercialData","Datos comerciales",,
"ClientSituation.contact","Contacto",,
"ClientSituation.contacts","Contactos",,
"ClientSituation.custRef","Referencia de cliente",,
"ClientSituation.date","Fecha",,
"ClientSituation.dueBalance","Balance debido",,
"ClientSituation.dueDate","Fecha de vencimiento",,
"ClientSituation.dueDateTerm","Fecha de vencimiento",,
"ClientSituation.email","Email",,
"ClientSituation.financialData","Informacion financiera",,
"ClientSituation.fixedPhone","Telefono fijo",,
"ClientSituation.followedBy","Seguido por",,
"ClientSituation.function","Funcion",,
"ClientSituation.invoices","Facturas",,
"ClientSituation.lastCall","Ultima llamada",,
"ClientSituation.lastMeetingDate","Fecha de ultima llamada",,
"ClientSituation.lastOrder","Ultima orden",,
"ClientSituation.mobile","Movil",,
"ClientSituation.name","Nombre",,
"ClientSituation.nextMeetingDate","Fecha de proxima llamada",,
"ClientSituation.nextOutgoingCall","Siguiente llamada saliente",,
"ClientSituation.num","No.",,
"ClientSituation.orderFreq","Frecuencia de orden",,
"ClientSituation.orders","Cotizaciones/Ordenes",,
"ClientSituation.phone","Telefono",,
"ClientSituation.recoverableBalance","Balance recuperable",,
"ClientSituation.refDoc","Documento de referencia",,
"ClientSituation.reference","Referencia",,
"ClientSituation.status","Estado",,
"ClientSituation.team","Equipo",,
"ClientSituation.termN","No. de vencimiento",,
"ClientSituation.title","Situacion de cliente",,
"ClientSituation.toInvoice","Por facturar",,
"ClientSituation.toPay","Por pagar",,
"ClientSituation.totalATI","Total con impuestos",,
"ClientSituation.totalAtiTerm","Total con impuestos a plazo",,
"ClientSituation.totalBalance","Balance total",,
"ClientSituation.totalHT","Total sin impuestos",,
"ClientSituation.totalTax","Impuesto total",,
"ClientSituation.website","Sitio web",,
"ClientSituation.with","Con",,
"Close period","Cerrar periodo",,
"Closed","Cerrado",,
"Closing a period brings irrevocable integration of a move in Moves book","Cerrar un periodo ocasiona la integracion irrevocable de un movimiento en el diario de asientos contables",,
"Closure in progress","Cierre en progreso",,
"Code","Codigo",,
"Code length should be greater than 2.","La longitud del codigo debe ser mayor a 2",,
"Coeff","Coeficiente",,
"Coeff.","Coeficiente",,
"Coefficient for bonus","Coeficiente para bonos",,
"Coefficient for leave","Coeficiente para vacaciones",,
"Color code (hex)","Codigo de color (hexadecimal)",,
"Column title","Titulo de columna",,
"Comment to display on delivery","Comentario a desplegar en la entrega",,
"Comment to display on invoice","Comentario a desplegar en factura",,
"Comment to display on picking order","Comentario a desplegar en orden de recogida",,
"Comment to display on proforma","Comentario a desplegar en factura proforma",,
"Comment to display on purchase order","Comentario a desplegar en orden de compra",,
"Comment to display on sale order","Comentario a desplegar en orden de venta",,
"Comments","Comentarios",,
"Companies","Companias",,
"Companies associated to","Companias asociadas a",,
"Company","Compania",,
"Company Footer","Pie de pagina de compania",,
"Company Footer Height(in cm)","Altura de pie de pagina de compania (en cm)",,
"Company Header","Encabezado de compania",,
"Company Header Height(in cm)","Altura de encabezado de compania (en cm)",,
"Company Logo Width","Ancho de logo de compania",,
"Company Logo position","Posicion de logo de compania",,
"Company PhoneBook","Directorio de compania",,
"Company currency","Moneda de compania",,
"Company department","Departamento de compania",,
"Company department filters","Filtros de departamento de compania",,
"Company departments","Departamentos de compania",,
"Company filters","Filtros de compania",,
"Company phoneBook","Directorio de compania",,
"Company tree","Arbol de compania",,
"Company-specific information","Informacion especifica de la compania",,
"Company-specific product fields","Campos de producto especificos de la compania",,
"Company.bankDetails","Detalles de banco",,
"Complement","Complemento",,
"Complete","Completo",,
"Completed","Completado",,
"Component","Componente",,
"Compute Discount Separately","Calcular descuento por separado",,
"Compute Method for Discounts","Metodo de calculo para descuentos",,
"Concatenation of city name and zip code","Concatenacion de ciudad y codigo zip",,
"Concerned model","Modelo implicado",,
"Condition","Condicion",,
"ConditionParams","Parametros de condicion",,
"Conditions","Condiciones",,
"Config doesn't exist in the file. Please uncheck 'Config included in file'","La configuracion no existe en el archivo. Por favor, deseleccione la opcion 'Configuracion incluida en archivo'",,
"Config exist in the file. Please check 'Config included in file'","La configuracion existe en el archivo. Por favor, seleccione la opcion 'Configuracion incluida en archivo'",,
"Config included in file","Configuracion incluida en archivo",,
"Configuration","Configuracion",,
"Configuration error: the product category %s is among its descendants.","Error de configuracion: la categoria de producto %s se encuentra ella misma entre sus descendientes",,
"Configuration error: the product category %s is an ancestor of himself.","Error de configuracion: la categoria de producto %s es un ancestro de ella misma",,
"Configuration file","Archivo de configuracion",,
"Configuration problem","Problema de configuracion",,
"Configurations","Configuraciones",,
"Configurator","Configurador",,
"Confirm","Confirmar",,
"Confirm password","Confirmar contrasena",,
"Confirm password doesn't match with new password.","La confirmacion de contrasena no es la misma que la nueva contrasena",,
"Connect","Conectar",,
"Connection has failed","La conexion fallo",,
"Connection settings","Ajustes de conexi�n",,
"Connection successful","La conexion fue exitosa",,
"Connection type","Tipo de conexi�n",,
"Contact","Contacto",,
"Contact / Partner","Contacto/Socio",,
"Contact Dashboard","Tablero de contactos",,
"Contact Information","Informacion de contacto",,
"Contact PhoneBook","Directorio de contactos",,
"Contact address","Direccion de contacto",,
"Contact details","Detalles de contacto",,
"Contact filters","Filtros de contacto",,
"Contact function","Funcion de contacto",,
"Contact imported","Contacto importado",,
"Contact synchronisation","Sincronizacion de contactos",,
"Contacts","Contactos",,
"Contacts list","Lista de contactos",,
"Contains","Contiene",,
"Content","Contenido",,
"Content lines","Lineas de contenido",,
"Content result","Resultado de contenido",,
"Contenu","Contenido",,
"Context","Contexto",,
"Contract","Contrato",,
"Contracts","Contratos",,
"Conversion impossible because of no unit.","La conversion fue imposible ya que la unidad fue nula",,
"Convert","Convertir",,
"Convert demo file","Convertir archivo demo",,
"Convert into an individual partner","Convertir en socio individual",,
"Cost price","Costo",,
"Cost type","Tipo de costo",,
"Costs","Costos",,
"Countries","Paises",,
"Country","Pais",,
"Country Code","Codigo de pais",,
"Country filters","Filtros de pais",,
"Country name","Nombre de pais",,
"Courier","Courier",,
"Courier-Bold","Courier-Negrita",,
"Courier-BoldOblique","Courier-NegritaCursiva",,
"Courier-Oblique","Courier-Cursiva",,
"Create","Crear",,
"Create Backup","Crear respaldo",,
"Create Partner","Crear socio",,
"Create a call","Crear llamada",,
"Create a meeting","Crear reunion",,
"Create a note","Crear nota",,
"Create a task","Crear tarea",,
"Create an email","Crear email",,
"Create bank order","Crear orden de banco",,
"Create employee","Crear empleado(a)",,
"Create file","Crear archivo",,
"Create menu entry","Crear entrada de menu",,
"Create opportunity","Crear oportunidad",,
"Create print","Crear impresion",,
"Create production order (${ name })","Crear oden de produccion (${name})",,
"Create purchase quotation","Crear cotizacion de compra",,
"Create sale quotation","Crear cotizacion de venta",,
"Created by","Creado por",,
"Created on","Creado el",,
"Creation","Creacion",,
"Creations","Creaciones",,
"Credentials","Credenciales",,
"Credit Balance","Balance de credito",,
"Csv generated","CSV generado",,
"Cumulated qty (%)","Cantidad acumulada (%)",,
"Cumulated worth (%)","Valor acumulado (%)",,
"Currencies","Monedas",,
"Currency","Moneda",,
"Currency Ws URL","URL  de WS de monedas",,
"Currency conversion","Conversion de monedas",,
"Currency conversion line","Linea de conversion de monedas",,
"Currency conversion lines","Lineas de conversion de monedas",,
"Currency conversion rate not found over the past 7 days for the currency %s to %s. Please input the date and rate manually.","Tasa de cambio no encontrada los ultimos 7 dias para lo moneda %s a %s. Por favor, introduzca la fecha y la tasa de cambio manualmente",,
"Currency conversion table","Tabla de conversion de monedas",,
"Currency conversion webservice not working","WS de conversion de monedas no funciona",,
"Current Products","Productos actuales",,
"Current User","Usuario actual",,
"Current domain","Dominio actual",,
"Current password","Contrasena actual",,
"Current pricing","Precios actuales",,
"Current user password is not provided.","La contrasena del usuario actual no fue proporcionada",,
"Current user password is wrong.","La contrasena del usuario actual es incorrecta",,
"Current user's active company address is not set","La direccion de la compania del usuario actual no fue configurada",,
"Custom css to personnalize web user interface.","CSS personalizado para interfaz de usuario web",,
"Custom field","Campo personalizado",,
"Custom fields","Campos personalizados",,
"Custom style","Estilo personalizado",,
"Customer","Cliente",,
"Customer Situation","Situacion de cliente",,
"Customer catalog","Catalogo de cliente",,
"Customers","Clientes",,
"Customers / prospects","Clientes/Prospectos",,
"Customers by Industry Sector","Clientes por sector de industria",,
"Customers by country","Clientes por pais",,
"Customers by saleman","Clientes por vendedor(a)",,
"Customers payment delay (Average in days)","Retraso de pago de clientes (Promedio en dias)",,
"Customised","Personalizado",,
"Customised products","Productos personalizados",,
"Cycle counting","Conteo ciclico",,
"DATA_MATRIX","Matriz de datos",,
"DELETE","Eliminar",,
"DEPT","Departamento",,
"DMS Import","Importar GED",,
"DOC","DOC",,
"DOCX","DOCX",,
"Daily Work Hours","Horas de trabajo diarias",,
"Dashboard","Tablero",,
"Data file","Archivo de datos",,
"Data file doesn't exist","El archivo de datos no existe",,
"Data file format is invalid","El formato del archivo es invalido",,
"Data file name","Nombre del archivo de datos",,
"Data from file","Datos desde archivo",,
"Data imported successfully","Datos importados existosamente",,
"Data type","Tipo de datos",,
"Data(s)","Dato(s)",,
"Date","Fecha",,
"Date (YYYY-MM-DD)","Fecha (YYYY-MM-DD)",,
"Date 1","Fecha 1",,
