"key","message","comment","context"
"Can only close lost prospects in form view.","Solo se pueden cerrar prospectos perdidos en la vista de formulario",,
"Can only convert leads in form view.","Solo se pueden convertir pistas en la vista de formulario",,
"Can only convert new, assigned or in process lead.","Solo se pueden convertir pistas nuevas, asignadas o en proceso",,
"Can only lose leads in form view.","Solo se pueden perder pistas en la vista de formulario",,
"Can only recycle a lost lead.","Solo se puede reciclar una pista perdida",,
"Can only start new or assigned lead.","Solo se puede iniciar una pista nueva o asignada",,
"Cancel","Cancelar",,
"Cancel this reminder","Cancelar este recordatorio",,
"Canceled","Cancelado(a)",,
"Carrier","Operador",,
"Cases","Casos",,
"Catalog","Catalogo",,
"Catalog type","Tipo de catalogo",,
"Catalogs","Catologos",,
"Catalogs type","Tipo de catalogos",,
"Categories","Categorias",,
"Category","Categoria",,
"Characteristics","Caracteristicas",,
"Chart","Grafica",,
"Check Duplicate","Verificar duplicados",,
"Check duplicate","Verificar duplicados",,
"City","Ciudad",,
"Civility","Estado civil",,
"Closed Opportunities","Oportunidades cerradas",,
"Closed leads","Pistas cerradas",,
"Closed lost","Perdida cerrada",,
"Closed lost opportunity status","Estado de oportunidad perdida cerrada",,
"Closed lost partner status","Estado de socio perdido cerrado",,
"Closed opportunities","Oportunidades cerradas",,
"Closed prospects","Prospectos cerrados",,
"Closed win opportunity status","Estado de oportunidad ganada cerrada",,
"Closed win partner status","Estado de socio perdido ganado",,
"Closed won","Ganada cerrada",,
"Code","Codigo",,
"Companies","Companias",,
"Company","Compania",,
"Company PhoneBook","Directorio de compania",,
"Company phoneBook","Directorio de compania",,
"Config","Configuracion",,
"Configuration","Configuracion",,
"Confirm lost reason","Confirmar razon de perdida",,
"Contact","Contacto",,
"Contact PhoneBook","Directorio de contactos",,
"Contact details","Detalles de contacto",,
"Contact function","Funcion de contacto",,
"Contact list","Lista de contactos",,
"Contact name","Nombre de contacto",,
"Contacts","Contactos",,
"Convert","Convertir",,
"Convert lead","Convertir pista",,
"Convert lead (${ fullName })","Convertir pista (${fullName})",,
"Convert lead into contact","Convertir pista en contacto",,
"Convert lead into partner","Convertir pista en socio",,
"Converted","Convertido",,
"Converted lead status","Estado de pista convertida",,
"Countries","Paises",,
"Country","Pais",,
"Create a call","Crear una llamada",,
"Create a meeting","Crear una reunion",,
"Create a new reminder","Crear un nuevo recordatorio",,
"Create a note","Crear una nota",,
"Create a quotation","Crear una cotizacion",,
"Create a task","Crear una tarea",,
"Create an email","Crear un email",,
"Create event","Crear evento",,
"Create new contact","Crear nuevo contacto",,
"Create new partner","Crear nuevo socio",,
"Create opportunity","Crear oportunidad",,
"Create opportunity (${ fullName })","Crear oportunidad (${fullName})",,
"Create order (${ fullName })","Crear orden (${fullName})",,
"Create purchase quotation","Crear cotizacion de compra",,
"Create sale quotation","Crear cotizacion de venta",,
"Created by","Creado(a) por",,
"Created leads by industry sector","Pistas creadas por sector de industria",,
"Created leads per month","Pistas creadas por mes",,
"Created on","Creado el",,
"Creation date","Fecha de creacion",,
"Crm Reporting type is missing!","Falta tipo de reporteo de CRM",,
"Crm batch","Lote de CRM",,
"Crm batch filters","Filtros de lote de CRM",,
"Crm reporting","Reporteo de CRM",,
"Currency","Moneda",,
"Custom status","Estado personalizado",,
"Customer","Cliente",,
"Customer / Prospect","Cliente/Prospecto",,
"Customer Description","Descripcion de cliente",,
"Customer fixed phone","Telefono fijo de cliente",,
"Customer follow-up","Seguimiento a cliente",,
"Customer mobile phone","Telefono movil de cliente",,
"Customer name","Nombre de cliente",,
"Customer recovery","Recuperacion de cliente",,
"Customers","Clientes",,
"Daily","Diario",,
"Daily team call summary by user","Resumen de llamadas diaria por usuario",,
"Dashboard","Tablero",,
"Date","Fecha",,
"Day of month","Dia del mes",,
"Day of week","Dia de la semana",,
"Days","Dias",,
"Default lead status","Estado predeterminado de pista",,
"Default opportunity status","Estado predeterminado de oportunidad",,
"Default partner status","Estado predeterminado de socio",,
"Default recurring duration (in months)","Duracion predeterminada de recurrente (en meses)",,
"Delete all events","Eliminar todos los eventos",,
"Delete only this event","Eliminar solo este evento",,
"Delete this and next events","Eliminar este y los proximos eventos",,
"Dep./Div.","Departamento/Division",,
"Department","Departamento",,
"Description","Descripcion",,
"Display customer description in opportunity","Desplegar descripcion de cliente en oportunidad",,
"Do not call","No llamar",,
"Do not email","No enviar emails",,
"Done","Hecho",,
"Duration","Duracion",,
"Duration type","Tipo de duracion",,
"Email","Email",,
"Email domain to ignore","Dominio de email a ignorar",,
"Emails","Emails",,
"Employee","Empleado(a)",,
"End","Fin",,
"End date","Fecha de finalizacion",,
"Enterprise","Empresa",,
"Enterprise Name","Nombre de empresa",,
"Enterprise name","Nombre de empresa",,
"Error in lead conversion","Error en conversion de la pista",,
"Event","Evento",,
"Event Categories","Categorias de evento",,
"Event Dashboard 1","Tablero 1 de evento",,
"Event categories","Categorias de evento",,
"Event category","Categoria de evento",,
"Event configuration categories","Categorias de configuracion de evento",,
"Event filters","Filtros de evento",,
"Event monitoring","Monitereo de eventos",,
"Event reminder","Recordatorio de evento",,
"Event reminder %s","Recordatorio de evento %s",,
"Event reminder batch","Lote de recordatorio de evento",,
"Event reminder page","Pagina de recordatorio de evento",,
"Event reminder template","Plantilla de recordatorio de evento",,
"Event reminders","Recordatorios de evento",,
"Event's reminder's generation's reporting :","Reporteo de generacion de recordatorio de evento: ",,
"Events","Eventos",,
"Events by saleman","Eventos por vendedor(a)",,
"Events by salesman","Eventos por vendedor(a)",,
"Events by team","Eventos por equipo",,
"Every %d days","Cada %d dias",,
"Every %d months the %d","Cada %d meses el %d",,
"Every %d weeks","Cada %d semanas",,
"Every %d years the %s","Cada %d anos el %s",,
"Every day","Todos los dias",,
"Every month","Todos los meses",,
"Every month the","Todos los meses el",,
"Every week","Todas las semanas",,
"Every year","Todos los anos",,
"Every year the","Todos los anos el",,
"Expected close date","Fecha esperada de cierra",,
"Expected duration of recurring revenue (in months)","Duracion esperada del ingreso recurrente (en meses)",,
"Factor","Factor",,
"First name","Nombre",,
"Follow up","Seguimiento",,
"Follow-up","Seguimiento",,
"For all","Para todos(as)",,
"For me","Para mi",,
"Fr","Vi",,
"Free text","Texto libre",,
"From Date","Fecha de inicio",,
"From date","Fecha de inicio",,
"Full name","Nombre completo",,
"Function","Funcion",,
"Gender","Sexo",,
"Generate CRM configurations","Generar configuraciones de CRM",,
"Generate Project","Generar proyecto",,
"Generate opportunity ?","Generar oportunidad?",,
"Groups Assignable","Grupos asignables",,
"Guests","Inviados(as)",,
"High","Alto",,
"Historical Period","Periodo historico",,
"Hours","Horas",,
"Image","Imagen",,
"In order to make this field working a format is needed, see example: example1.com,example2.fr,example.exemple.com","Se necesita un formato para que este campo funcione, ejemplo: ejemplo1.com,ejemplo2.fr,ejemplo.ejemplo.com",,
"Inbound","Entrante",,
"Industry","Industria",,
"Industry Sector","Sector de industria",,
"Industry sector","Sector de industria",,
"Industry sectors","Sectores de industria",,
"Information","Informacion",,
"Input location please","Por favor, introduzca una ubicaci�n",,
"Internal partner","Socio interno",,
"Is already convert from lead","Ya se convirtio de una pista",,
"Job Title","Titulo de puesto",,
"Key account","Cuenta clave",,
"Key accounts","Cuentas clave",,
"Last event date","Fecha de ultimo evento",,
"Last name","Apellido",,
"Lead","Pista",,
"Lead Dashboard 1","Tablero 1 de pista",,
"Lead Scoring","Puntuacion de pistas",,
"Lead converted","Pista convertida",,
"Lead created","Pista creada",,
"Lead filters","Filtros de pista",,
"Lead scoring","Puntuacion de pistas",,
"Lead status","Estado de pistas",,
"Lead with same domain name","Pista con mismo nombre de dominio",,
"Lead.address_information","Direccion",,
"Lead.company","Compania",,
"Lead.email","Direccion de email",,
"Lead.header","Encabezado",,
"Lead.industry","Industria",,
"Lead.lead_owner","Propietario(a) de la pista",,
"Lead.name","Nombre",,
"Lead.other_address","Otra direccion",,
"Lead.phone","Telefono",,
"Lead.primary_address","Direccion principal",,
"Lead.source","Fuente",,
"Lead.status","Estado",,
"Lead.title","Titulo",,
"Leads","Pistas",,
"Leads Source","Fuente de pistas",,
"Leads by Country","Pistas por pais",,
"Leads by Salesperson by Status","Pistas por vendedor(a) por estado",,
"Leads by Source","Pistas por fuente",,
"Leads by Team by Status","Pistas por equipo por estado",,
"Leads monitoring","Monitoreo de pistas",,
"Leads status managment","Administracion de estado de pistas",,
"Limit Date","Fecha limite",,
"Lose","Perdida",,
"Loss confirmation","Confirmacion de perdida",,
"Lost lead status","Estado de pista perdida",,
"Lost reason","Razon de perdida",,
"Lost reasons","Razones de perdida",,
"Low","Bajo",,
"Main Contact","Contacto principal",,
"Main company","Compania principal",,
"Manage catalogs","Administrar catalogos",,
"Manage recurrent on opportunities","Administrar recurrentes en oportunidades",,
"Manage status on prospect","Administrar estado en prospecto",,
"Manager","Administrador",,
"MapRest.PinCharLead","P",,
"MapRest.PinCharOpportunity","O",,
"Mapping","Mapeo",,
"Mappings","Mapeos",,
"Marketing","Marketing",,
"Marketing campaign","Campana de marketing",,
"Meeting","Reunion",,
"Meeting Event (${ fullName })","Evento de reunion (${fullName})",,
"Meeting Event(${ fullName})","Evento de reunion (${fullName})",,
"Meeting filters","Filtros de reunion",,
"Meeting reminder template","Plantilla de recordatorio de reunion",,
"Meeting's date changed template","Plantilla de cambio de fecha de reunion",,
"Meeting's guest added template","Plantilla de invitado(a) agregado(a) a reunion",,
"Meeting's guest deleted template","Plantilla de invitado(a) eliminado(a) de reunion",,
"Meetings","Reuniones",,
"Members","Miembros",,
"Memo","Nota",,
"Merge duplicated","Fusionar duplicados",,
"Minutes","Minutos",,
"Mo","Lu",,
"Mobile number","Numero movil",,
"Month","Mes",,
"Monthly","Mensualmente",,
"Months","Meses",,
"My Best Open Deals","Mis mejores tratos abiertos",,
"My CRM events","Mis eventos de CRM",,
"My Calendar","Mi calendario",,
"My Calls","Mis llamadas",,
"My Closed Opportunities","Mis oportunidades cerradas",,
"My Current Leads","Mis pistas actuales",,
"My Key accounts","Mis cuentas claves",,
"My Leads","Mis pistas",,
"My Meetings","Mis reuniones",,
"My Open Opportunities","Mis oportunidades abiertas",,
"My Opportunities","Mis oportunidades",,
"My Planned Activities","Mis actividades planeadas",,
"My Project Tasks","Mis tareas de proyectos",,
"My Tasks","Mis tareas",,
"My Team Best Open Deals","Mis mejores tratos abiertos de equipo",,
"My Team Calls","Mis llamadas de equipo",,
"My Team Closed Opportunities","Mis oportunidades cerradas de equipo",,
"My Team Key accounts","Cuentas claves de equipo",,
"My Team Leads","Pistas de equipo",,
"My Team Meetings","Mis llamadas de equipo",,
"My Team Open Opportunities","Mis oportunidades abiertas de equipo",,
"My Today Calls","Mis llamadas de hoy",,
"My Today Tasks","Mis tareas de hoy",,
"My Upcoming Meetings","Mis proximas reuniones",,
"My Upcoming Tasks","Mis proximas tareas",,
"My events","Mis eventos",,
"My leads","Mis pistas",,
"My opportunities","Mis oportunidades",,
"My past events","Mis eventos pasados",,
"My plan activities","Actividades de mi plan",,
"My prospects","Mis prospectos",,
"My team opportunities","Mis oportunidades de equipo",,
"My upcoming events","Mis proximos eventos",,
"My.Calendar.CRM","Mis eventos de CRM",,
"Name","Nombre",,
"Next scheduled event date","Feha del siguiente evento agendado",,
"Next stage","Siguiente etapa",,
"No","No",,
"No contact creation","Sin creacion de contacto",,
"No template created in CRM configuration for company %s, emails have not been sent","Ninguna plantilla creada en la configuracion de CRM para la compania %s, los emails no fueron enviados",,
"Non-participant","No participante",,
"None","Ninguno(a)",,
"Normal","Normal",,
"Note","Nota",,
"Note Event (${ fullName })","Nota de evento (${fullName})",,
"Note Event(${ fullName})","Nota de evento (${fullName})",,
"Number of employees","Numero de empleados",,
"Nurturing","Desarrollo",,
"OK","Ok",,
"Objective %s is in contradiction with objective's configuration %s","El objetivo %s contradice la configuracion del objetivo %s",,
"Objectives' generation's reporting :","Reporteo de generacion de objetivo:",,
"Office name","Nombre de oficina",,
"Ok","Ok",,
"Only pdf files are allowed","Solo se permiten archivos PDF",,
"Open","Abrir",,
"Open Cases by Agents","Casos abiertos por agentes",,
"Open Opportunities","Oportunidades abiertas",,
"Open the list of results","Abrir lista de resultados",,
"Opened leads","Pistas abiertas",,
"Opened opportunities","Oportunidades abiertas",,
"Opened prospects","Prospectos abiertos",,
"Operation mode","Modo de operaci�n",,
"Opportunities","Oportunidades",,
"Opportunities By Origin By Stage","Oportunidades por origen por etapa",,
"Opportunities By Partner","Oportunidades por socio",,
"Opportunities By Sale Stage","Oportunidades por etapa de venta",,
"Opportunities By Source","Oportunidades por fuente",,
"Opportunities Won By Lead Source","Oportunidades ganadas por fuente de pistas",,
"Opportunities Won By Salesman","Oportunidades ganadas por vendedor(a)",,
"Opportunities Won By Salesperson","Oportunidades ganadas por vendedor(a)",,
"Opportunities filters","Filtros de oportunidades",,
"Opportunities monitoring","Monitoreo de oportunidades",,
"Opportunitities status managment","Administracion de estado de oportunidades",,
"Opportunity","Oportunidad",,
"Opportunity created","Oportunidad creada",,
"Opportunity lost","Oportunidades perdida",,
"Opportunity scoring","Puntuacion de oportunidad",,
"Opportunity status","Estado de oportunidad",,
"Opportunity statuses","Estados de oportunidad",,
"Opportunity won","Oportunidad ganada",,
"Optional participant","Participante de oportunidad",,
"Order by state","Orden por estado",,
"Organization","Organizaci�n",,
"Other opportunities","Otras oportunidades",,
"Outbound","Saliente",,
"Over 2000","Mas de 2000",,
"PDF file","Archivo PDF",,
"Parent event","Evento padre",,
"Parent lead is missing.","Falta pista padre",,
"Partner","Socio",,
"Partner Type","Tipo de socio",,
"Partner status","Estado de socio",,
"Partners","Socios",,
"Periodicity must be greater than 0","La periodicidad debe ser mayor a 0",,
"Phone number","Numero de telefono",,
"Picture","Foto",,
"Pipeline","Pipeline",,
"Pipeline by Stage and Type","Pipeline por etapa y tipo",,
"Pipeline next 90 days","Pipeline a 90 dias",,
"Planned","Plenado",,
"Please complete the contact address.","Por favor, complete la direccion de contacto",,
"Please complete the partner address.","Por favor, complete la direccion del socio",,
"Please configure all templates in CRM configuration for company %s","Por favor, configure todas las plantillas en la configuracion de CRM para la compania %s",,
"Please configure information for CRM for company %s","Por favor, configure la informacion para CRM para la compania %s",,
"Please fill closed lost opportunity status in App CRM configuration.","Por favor, llene el estado de oportunidad cerrada perdida en la configuracion de App CRM",,
"Please fill closed lost partner status in App CRM configuration.","Por favor, llene el estado de socio cerrado perdido en la configuracion de App CRM",,
"Please fill closed win opportunity status in App CRM configuration.","Por favor, llene el estado de oportunidad cerrada ganada en la configuracion de App CRM",,
"Please fill closed win partner status in App CRM configuration.","Por favor, llene el estado de socio cerrado ganado en la configuracion de App CRM",,
"Please fill converted lead status in App CRM configuration.","Por favor, llene el estado de pista convertida en la configuracion de App CRM",,
"Please fill default lead status in App CRM configuration.","Por favor, llene el estado predeterminado de pista en la configuracion de App CRM",,
"Please fill default opportunity status in App CRM configuration.","Por favor, llene el estado predeterminado de oportunidad en la configuracion de App CRM",,
"Please fill default partner status in App CRM configuration.","Por favor, llene el estado predeterminado de socio en la configuracion de App CRM",,
"Please fill lost lead status in App CRM configuration.","Por favor, llene el estado de pista perdida en la configuracion de App CRM",,
"Please fill sales proposition status in App CRM configuration.","Por favor, llene el estado de propuesta de ventas en la configuracion de App CRM",,
"Please save the event before setting the recurrence","Por favor, guarde el evento antes de configurar la recurrencia",,
"Please select a lead","Por favor, seleccione una pista",,
"Please select the Lead(s) to print.","Por favor, seleccione la(s) pista(s) a imprimir",,
"Please set an active company for user %s","Por favor, establezca una compania activa para el usuario %s",,
"Postal code","Codigo postal",,
"Present","Presente",,
"Primary address","Direccion principal",,
"Primary key","Clave principal",,
"Primary keys","Calves principales",,
"Print","Imprimir",,
"Priority","Prioridad",,
"Probability","Probabilidad",,
"Probability (%)","Probabilidad (%)",,
"Probability(%) :","Probabilidad (%):",,
"Prospect","Prospecto",,
"Prospect status","Estado de prospecto",,
"Prospect won and became client.","El prospecto se gano y se convirtio en cliente",,
"Prospects","Prospectos",,
"Prospects status managment","Administracion de estados de prospectos",,
"Realized","Realizado",,
"Received emails","Emails recibidos",,
"Recent lost deals","Tratos perdidos recientes",,
"Recently created opportunities","Oportunidades creadas recientemente",,
"Recurrence","Recurrencia",,
"Recurrence assistant","Asistente de recurrencia",,
"Recurrence configuration","Configuracion de recurrencia",,
"Recurrence name","Nombre de recurrencia",,
"Recurrent","Recurrente",,
"Recurrent amount","Monto recurrente",,
"Recurring end date","Fecha de fin de recurrente",,
"Recurring start date","Fecha de inicio de recurrente",,
"Reference","Referencia",,
"References","Referencias",,
"Region","Region",,
"Rejection of calls","Rechazo de llamadas",,
"Rejection of e-mails","Rechazo de emails",,
"Related Contacts","Contactos relacionados",,
"Related to","Relacionado a",,
"Related to select","Relacionado a selecci�n",,
"Reminded","Recordado",,
"Reminder","Recordatorio",,
"Reminder Templates","Plantillas de recordatorios",,
"Reminder(s) treated","Recordatorio(s) tratado(s)",,
"Reminders","Recordatoios",,
"Repeat every","Repetir cada",,
"Repeat every:","Repetir cada:",,
"Repeat the:","Repetir el:",,
"Repetitions number","Numero de repeticiones",,
"Reportings","Reporteos",,
"Reports","Reportes",,
"Request","Solicitud",,
"Requests","Solicitudes",,
"Required participant","Participante requerido",,
"Roles","Roles",,
"Sa","Sa",,
"Sale quotation","Cotizacion de venta",,
"Sale quotations/orders","Cotizaciones/Ordenes de venta",,
"Sales Stage","Etapa de venta",,
"Sales pipeline follow-up","Seguimiento de pipeline de ventas",,
"Sales proposition step","Paso de propuesta de ventas",,
"Sales stage","Etapa de ventas",,
"Salesman","Vendedor(a)",,
"Salesperson","Vendedor(a)",,
"Saving this partner will convert the lead!","Guardar este socio convertira la pista",,
"Schedule Event","Agendar evento",,
"Schedule Event (${ fullName })","Agendar evento (${fullName})",,
"Schedule Event(${ fullName})","Agendar evento (${fullName})",,
"Score","Puntuacion",,
"Score :","Puntuacion:",,
"Search","Buscar",,
"Select Contact","Seleccionar contacto",,
"Select Partner","Seleccionar socio",,
"Select existing contact","Seleccionar contacto existente",,
"Select existing partner","Seleccionar socio existente",,
"Select partner type to create:","Seleccionar tipo de socio a crear:",,
"Send Email","Enviar email",,
"Sending date","Fecha de envio",,
"Sent emails","Emails enviados",,
"Sequence","Secuencia",,
"Show PDF","Mostrar PDF",,
"Show Partner","Mostrar socio",,
"Show the events","Mostrar los eventos",,
"Show the opportunities","Mostrar las oportunidades",,
"Size","Tamano",,
"Some user groups","Algunos grupos de usuarios",,
"Source","Fuente",,
"Source description","Descripcion de fuente",,
"Start date","Fecha de inicio",,
"Status","Estado",,
"Status description","Descripcion de estado",,
"Su","Do",,
"Subcontractor","Subcontratista",,
"Supplier","Proveedor",,
"Tag","Etiqueta",,
"Tag color","Color de etiqueta",,
"Tags","Etiquetas",,
"Take charge","Tomar cargo",,
"Take in charge","Tomar de cargo",,
"Task","Tarea",,
"Task Event (${ fullName })","Evento de tarea (${fullName})",,
"Task Event(${ fullName})","Evento de tarea (${fullName})",,
"Task reminder template","Plantilla de recordatorio de tarea",,
"Tasks","Tareas",,
"Tasks filters","Filtros de tareas",,
"Tb Opportunities 1","Oportunidades Tb 1",,
"Tb Opportunities 2","Oportunidades Tb 2",,
"Team","Equipo",,
"Teams","Equipos",,
"Template","Plantilla",,
"Th","Ju",,
"The end date must be after the start date","La fecha de fin debe ser posterior a la fecha de inicio",,
"The number of repetitions must be greater than 0","El numero de repeticiones debe ser mayor a 0",,
"There's no configured sequence for opportunities for the company %s","No hay ninguna secuencia configurada para oportunidades para la compania %s",,
"These opportunities have been found for the same prospect, would you like to close it (closed losed) ?","Estas oportunidades han sido encontradas para el mismo prospecto, le gustaria cerrarlas (cerradas perdidas)?",,
"These statuses are essential to the operation of the process, they can be renamed but cannot be deleted.","Estos estados son esenciales para la operacion del proceso, pueden ser renombradas, pero no eliminadas",,
"This configuration enables catalog management. It allows you to add sales catalogs in pdf format that can be consulted from the application.","Esta configuracion habilita la administracion de catalogos. Le permite anadir catalogos de venta en formato PDF que pueden ser consultados desde la aplicacion.",,
"To Date","A la fecha",,
"To convert lead, please use the Convert button.","Por favor, utilice el boton Convertir para convertir una pista",,
"To lose lead, please use the Lose button.","Por favor, utilice el boton Perder para perder una pista",,
"Tools","Herramientas",,
"Trading name","Nombre comercial",,
"Treated objectives reporting","Objetivos de reporteo tratados",,
"Tu","Ma",,
"Type","Tipo",,
"Type of need","Tipo de necesidad",,
"UID (Calendar)","UID (calendario)",,
"Unassigned Leads","Pistas sin asignar",,
"Unassigned Opportunities","Oportunidades sin asignar",,
"Unassigned opportunities","Oportunidades sin asignar",,
"Urgent","Urgente",,
"User","Usuario",,
"User %s does not have an email address configured nor is it linked to a partner with an email address configured.","El usuario %s no tiene una direccion de email configurada ni esta enlazado a un socio con una direccion de email configurada",,
"User %s must have an active company to use templates","El usuario %s debe tener una compania activa para usar plantillas",,
"Validate","Validar",,
"We","Mi",,
"We found these other leads that may be linked to your partner.","Se encontraron estas otras pistas que pueden ser enlazadas a su socio",,
"Website","Sitio web",,
"Weekly","Semanalmente",,
"Weeks","Semenas",,
"Worst case","En el peor de los casos",,
"Years","Anos",,
"Yes","Si",,
"You don't have the rights to delete this event","No tiene los permisos para eliminar este evento",,
"You must choose a recurrence type","Debe escoger un tipo de recurrencia",,
"You must choose at least one day in the week","Debe esciger al menos un dia en la semana",,
"agency.name","Nombre",,
"amount","Monto",,
"com.axelor.apps.crm.job.EventReminderJob",,,
"com.axelor.apps.crm.service.batch.CrmBatchService",,,
"crm.Partner","Socio",,
"crm.toDate","A la fecha",,
"every week's day","Todos los dias de la semana",,
"everyday","Todos los dias",,
"fri,","vi,",,
"mon,","lu,",,
"on","en",,
"partner.manager","Responsable jerarquico",,
"portal.daily.team.calls.summary.by.user","Llamadas del dia por usuario",,
"sat,","sa,",,
"success","�xito",,
"sun,","do,",,
"thur,","ju,",,
"tues,","ma,",,
"until the","hasta el",,
"value:CRM","CRM",,
"warning","advertencia",,
"wed,","mi,",,
"whatever@example.com","loquesea@ejemplo.com",,
