"key","message","comment","context"
"List of sale orders to merge is empty","La lista de ordenes de venta a fusionar esta vacia",,
"Main sale order line","Linea de orden de venta principal",,
"Main/Invoicing address","Direccion principal/de facturacion",,
"Manage multiple sale quantity","Administrar multiples cantidades de venta",,
"Manage partner complementary product","Administrar producto complementario de socio",,
"Manage sale order versions","Administrar versiones de orden de ventas",,
"Manage sales unit on products","Administrar unidades de venta en productos",,
"Manual","Manual",,
"Manual Unblock","Desbloqueo manual",,
"Manufacturing Orders","Ordenes de manufactura",,
"Maps","Mapas",,
"Margin","Margen",,
"Margin (%)","Margen (%)",,
"Markup (%)","Margen de beneficio (%)",,
"Max","Maximo",,
"Max discount","Descuento maximo",,
"Merge into single quotation","Fusionar en una sola cotizacion",,
"Merge into single sale order","Fusionar en una sola orden de venta",,
"Merge quotations","Fusionar cotizaciones",,
"Merge sale orders","Fusionar ordenes de venta",,
"Merge sale quotation","Fusionar cotizacion de venta",,
"Meta field","Campo Meta",,
"Meta json","JSON Meta",,
"Min","Minimo",,
"Missing mapped by: unidirectional one-to-many are not supported by the configurator.","Mapeado no completado: campos unidireccionales one-to-many no son soportados por el configurador",,
"Month","Mes",,
"Monthly","Mensual",,
"My Opportunities","Mis oportunidades",,
"My Proposals","Mis propuestas",,
"My Sales","Mis ventas",,
"My Sales Orders","Mis ordenes de venta",,
"My Team Proposals","Mis propuestas de equipo",,
"My Team Sales","Mis ventas de equipo",,
"My Templates","Mis plantillas",,
"My Today Activities","Mis actividades de hoy",,
"My Turnover per month","Mi facturacion por mes",,
"My templates","Mis plantillas",,
"Name","Nombre",,
"Name to use in scripts","Nombre a usar en scripts",,
"Nbr of Units sold (Orders) by category","Numero de unidades vendidas (ordenes) por categoria",,
"New version","Nueva version",,
"Next invoicing date","Siguiente fecha de facturacion",,
"Next invoicing end period date","Siguiente fecha de fin de periodo de facturacion",,
"Next invoicing start period date","Siguiente fecha de inicio de periodo de facturacion",,
"No Of Units","Numero de unidades",,
"No pricing scale used for this product","No se uso escala de precios para este producto",,
"Not delivered","No entregado",,
"Not invoiced","No facturado",,
"Notice period in days","Periodo de notificacion en dias",,
"OR","O",,
"Old qty","Cantidad anterior",,
"On change","Al cambiar",,
"One product is sold at loss, are you sure you want to finalize the quotation ?","Un producto esta siendo vendido con perdida, esta seguro que desea finalizar la cotizacion?",,
"One-off sale","Venta esporadica",,
"Only if","Solo si",,
"Opportunity","Oportunidad",,
"Optional","Opcional",,
"Options","Opciones",,
"Order Date","Fecha de orden",,
"Order Number","Numero de orden",,
"Order being edited","Orden siendo editada",,
"Order bloqued message","Mensaje para ordenes bloqueadas",,
"Order completed","Orden completada",,
"Order confirmed","Orden confirmada",,
"Original product","Producto original",,
"Original sale order","Orden de venta original",,
"Other information","Otra informacion",,
"Overview","Resumen",,
"PDF","PDF",,
"Pack","Paquete",,
"Pack Management","Manejo de paquetes",,
"PackLine","Linea de paquete",,
"Parent","Padre",,
"Partially delivered","Entregada parcialmente",,
"Partially invoiced","Facturada parcialmente",,
"Partner","Socio",,
"Partner Type","Tipo de socio",,
"Partner price lists","Listas de precios de socios",,
"Period duration","Duracion del periodo",,
"Periodicity type","Tipo de periodicidad",,
"Please enter at least one detail line.","Por favor, introduce al menos unna linea de detalle",,
"Please fill printing settings on sale order %s.","Por favor, llene los ajustes de impresion en la orden de venta %s",,
"Please select a customer","Por favor, seleccione un cliente",,
"Please select a customer to be able to convert opportunity into quotation.","Por favor, seleccione un cliente para convertir la oportunidad en cotizacion",,
"Please select the sale order(s) to print.","Por favor, seleccione la(s) orden(es) de venta a imprimir",,
"Populated custom field: %s","Campo personalizado llenado: %s",,
"Populated field: %s","Campo llenado: %s",,
"Price","Precio",,
"Price List","Lista de precios",,
"Price calculation details","Detalles de calculo de precio",,
"Price list","Lista de precios",,
"Price lists","Listas de precios",,
"Pricing","Precios",,
"Pricing rules","Reglas de precios",,
"Print","Imprimir",,
"Print subtotal / line","Imprimir subtotal/linea",,
"Print subtotal per line","Imprimir subtotal por linea",,
"Printing","Impresion",,
"Printing config per Sale Order","Configuracion de impresion por orden de venta",,
"Printing settings","Configuracion de impresion",,
"Product","Producto",,
"Product Accounting Family","Familia contable de producto",,
"Product Accounting Family Sales Turnover this year vs last year","Ingresos de familia contable de producto - este ano contra el anterior",,
"Product Category","Categoria de producto",,
"Product Name","Nombre de producto",,
"Product code on catalog","Codigo de producto en catalogo",,
"Product creator","Creador de producto",,
"Product generated","Producto generado",,
"Product meta field","Campo Meta de producto",,
"Product name on catalog","Nombre de producto en catalogo",,
"Product sale turnover (Excl. Tax) last 12 month","Ingresos de venta de producto (excl. Impuestos) - ultimos 12 meses",,
"Product sale turnover (Excl. Tax) per month","Ingresos de venta de producto (excl. Impuestos) - por mes",,
"Production","Produccion",,
"Production note","Nota de produccion",,
"Production process","Proceso de produccion",,
"Products & services","Productos y servicios",,
"Proforma invoice","Factura proforma",,
"Project and task generation","Generacion de proyecto y tarea",,
"Project generation method","Metodo de generacino de proyecto",,
"Project/Task","Proyecto/Tarea",,
"Prospects","Prospectos",,
"Prototype","Prototipos",,
"Qty","Cantidad",,
"Quantity","Cantidad",,
"Quantity in generated sale order line, 1 if left empty.","Cantidad en lina de orden de venta generada, 1 si queda vacio",,
"Quarterly","Trimestral",,
"Query to database","Consulta a base de datos",,
"Quotation","Cotizacion",,
"Quotation lines","Lineas de cotizacion",,
"Quotation/sale order created","Cotizacion/Orden de venta creada",,
"Quotations template","Plantilla de cotizaciones",,
"Quotations to merge","Cotizaciones a fusionar",,
"Quote/Order","Cotizacion/Orden",,
"Reference","Referencia",,
"Reference already existing","La referencia ya existe",,
"References","Referencias",,
"Register a deposit","Registrar un deposito",,
"Related tasks","Tareas relacionadas",,
"Report type","Tipo de reporte",,
"Reportings","Reporteo",,
"Reports","Reportes",,
"Request reservation","Solicitar reservacion",,
"Reservation requested","Reservacion solicitada",,
"Reserve all","Reservar todo",,
"Result of the classification rule evaluation: %s","Resultado de la evaluacion de regla de clasificacion: %s",,
"Result of the evaluation of the result rule: %s","Resultado de la evaluacion de la regla de resultado: %s",,
"SO Tax line","Linea de impuesto de orden de venta",,
"SO Tax lines","Lineas de impuesto de orden de venta",,
"SO line","Linea de orden de venta",,
"SO lines","Lineas de orden de venta",,
"Sale","Venta",,
"Sale Order","Orden de venta",,
"Sale batch","Lote de venta",,
"Sale batches","Lotes de venta",,
"Sale blocking","Bloqueo de venta",,
"Sale config","Configuracion de venta",,
"Sale config (${ name })","Configuracion de venta (${ name })",,
"Sale configuration","Configuracion de venta",,
"Sale configurations","Configuraciones de venta",,
"Sale details by product","Detalles de venta por producto",,
"Sale order","Orden de venta",,
"Sale order id","ID de orden de venta",,
"Sale order line","Linea de orden de venta",,
"Sale order line field","Campo de linea de orden venta",,
"Sale order lines","Lineas de orden de venta",,
"Sale order lines filter","Filtro de linea de orden de venta",,
"Sale order quotation","Cotizacion de orden de venta",,
"Sale orders","Ordenes de venta",,
"Sale orders ATI/WT","Ordenes de venta Impuestos inlcuidos/Sin impuestos",,
"Sale orders to merge","Ordenes de venta a fusionar",,
"Sale quotation","Cotizacion",,
"Sale quotations","Cotizaciones",,
"Sale quotations/orders","Cotizaciones/Ordenes de venta",,
"SaleOrder.afterDiscount","Despues de descuento",,
"SaleOrder.bank","Banco",,
"SaleOrder.base","Base",,
"SaleOrder.cheque","Cheque",,
"SaleOrder.customer","Cliente",,
"SaleOrder.customerCode","Codigo de cliente",,
"SaleOrder.customerRef","Referencia de cliente",,
"SaleOrder.date","Fecha",,
"SaleOrder.deliveryAddress","Direccion de entrega",,
"SaleOrder.deliveryCondition","Condicion de entrega",,
"SaleOrder.description","Descripcion",,
"SaleOrder.discountAmount","Monto de descuento",,
"SaleOrder.duration","Duracion",,
"SaleOrder.endOfValidityDate","Fecha de fin de validez",,
"SaleOrder.estimatedDeliveryDate","Fecha estimada de entrega",,
"SaleOrder.invoicingAddrs","Direccion de facturacion",,
"SaleOrder.isIspmRequired","Norma NIMP15 requerida",,
"SaleOrder.no","Cotizacion no.",,
"SaleOrder.note","Notas",,
"SaleOrder.order","Confirmacion de recepcion de pedido",,
"SaleOrder.others","Otros",,
"SaleOrder.paymentCondition","Condiciones de pago",,
"SaleOrder.paymentMode","Metodo de pago",,
"SaleOrder.periodicity","Periodicidad",,
"SaleOrder.priceExclTax","Monto sin impuestos",,
"SaleOrder.priceInclTax","Monto con impuestos incluidos",,
"SaleOrder.productCode","Codigo",,
"SaleOrder.productDescription","Descripcion",,
"SaleOrder.productName","Nombre",,
"SaleOrder.productSequence","Secuencia",,
"SaleOrder.proforma","Factura proforma",,
"SaleOrder.qtyUnit","Cantidad/Unidad",,
"SaleOrder.quote","Cotizacion",,
"SaleOrder.salemanEmail","Email",,
"SaleOrder.salemanName","Nombre del vendedor",,
"SaleOrder.salemanPhone","Telefono del vendedor",,
"SaleOrder.shipmentDate","Fecha de embarque",,
"SaleOrder.subscriptionContract","Contrato de subscripcion",,
"SaleOrder.supplier","Proveedor",,
"SaleOrder.supplyRef","Referencia de proveedor",,
"SaleOrder.tax","IVA",,
"SaleOrder.taxAmount","Monto de IVA",,
"SaleOrder.totalDiscount","Descuento total",,
"SaleOrder.totalExclTax","Total sin impuestos",,
"SaleOrder.totalExclTaxWithoutDiscount","Total bruto sin impuestos",,
"SaleOrder.totalInclTax","Total con impuestos",,
"SaleOrder.totalTax","IVA total",,
"SaleOrder.unitPrice","Precio unitario",,
"SaleOrder.validityDate","Fecha de fin de validez",,
"SaleOrderLine.endOfPack","Fin de pack",,
"SaleOrderLine.total","Total",,
"Sales","Ventas",,
"Sales Manager","Administrador de ventas",,
"Sales Manager Details","Detalles de administrador de ventas",,
"Sales Order filters","Filtros de orden de ventas",,
"Sales TurnOver by Product this year vs last year","Ingresos de venta por producto - este ano contra el anterior",,
"Sales Turnover (Orders) by month by category","Ingresos de venta (ordenes) - por mes por categoria",,
"Sales Turnover This year vs Last year","Ingresos de venta - este ano contra el anterior",,
"Sales Turnover YTD vs Last year by Product Accounting Family","Ingresos de venta - desde el ano anterior hasta la fecha contra el ano anterior por familia contable de producto",,
"Sales distribution per product accounting family","Distribucion de ventas por familia contable de producto",,
"Sales distribution per product category","Distribucion de ventas por categoria de producto",,
"Sales follow-up","Seguimiento a ventas",,
"Sales order","Orden de ventas",,
"Sales per country","Ventas por pais",,
"Sales turnover comparison per month this year vs past years","Ingresos de venta - comparacion por mes de este ano contra anos anteriores",,
"Sales turnover comparison per month this year vs past years by accounting family","Ingresos de venta - comparacion por mes de este ano contra anos anteriores por familia contable",,
"Sales turnover this year vs last year","Ingresos de venta - este ano contra el anterior",,
"Sales turnover this year vs past years","Ingresos de venta - este ano contra anteriores",,
"Sales unit","Unidad de ventas",,
"Salesperson","Vendedor(a)",,
"Salesperson Details","Detalles de vendedor(a)",,
"Search","Buscar",,
"Search by image","Buscar por imagen",,
"See quotation lines","Ver lineas de cotizacion",,
"See sale orders lines","Ver lineas de ordenes de venta",,
"See stock details","Ver detalles de stock",,
"Select this optional complementary product","Seleccionar este producto complementario opcional",,
"Selected","Seleccionado",,
"Send email","Enviar email",,
"Separate in a new quotation","Separar en una nueva cotizacion",,
"Seq.","Secuencia",,
"Settings","Ajustes",,
"Shipping costs","Costos de envio",,
"Short legal note to be displayed on sales order","Nota legal corta a desplegar en orden de venta",,
"Show Total","Mostrar total",,
"Show on configurator","Mostrar en configurador",,
"Show total","Mostrar total",,
"So line creator","Creador de linea de orden de venta",,
"Specific notes","Notas especificas",,
"Specific package","Paquete especifico",,
"Specific tax note","Nota de impuestos especifica",,
"Specify a boolean expression to collapse/expend this panel.","Especificar una exprecion booleana para colapsar/expandir este panel",,
"Specify the default span for child items. Default value is 6.","Especificar el intervalo predeterminado para elementos hijos. El valor predeterminado es 6.",,
"Specify the number of columns taken by the widget (1,2,..12). Default value is 6.","Especificar el numero de columnas ocupadas por el widget (1,2,..2). El valor predeterminado es 6.",,
"Specify whether given custom field is panel-tab or not. Default value is false (true or false).","Especificar si el campo personalizado dado es una pestana-panel. El valor predeterminado es falso (true o false)",,
"Specify whether the panel is collapsible. Default value is false (true or false).","Especificar si el panel es colapsable. El valor predeterminado es falso (true o false)",,
"Specify whether to show the title. Default value is true (true or false).","Especificar si mostrar el titulo. El valor predeterminado es verdadero (true o false)",,
"Standard","Estandar",,
"Standard operation like +, -, *, / can be used and will work correctly with BigDecimal.","Las operaciones estandar como +,-,*,/ pueden ser utilizadas y funcionaran correctamente con BigDecimal",,
"Start date","Fecha de inicio",,
"Status","Estado",,
"Stock Moves","Movimientos de stock",,
"Stock location","Ubicaci�n de stock",,
"Stock moves","Movimientos de stock",,
"String interpolation can also be used","Tambien se puede utilizar interpolacion de cadenas",,
"Sub Total gross profit","Subtotal de ganancia bruta",,
"Sub Total markup","Subtotal de margen",,
"Sub margin rate","Subtotal de tasa de margen",,
"SubTotal cost price","Subtotal de costo",,
"Subscription","Subscripcion",,
"Subscription text to display","Texto de subscripcion a mostrar",,
"Supplier","Proveedor",,
"Tacit agreement","Renovacion automatica",,
"Target custom model","Modelo personalizado objetivo",,
"Tax","Impuesto",,
"Tax Equiv","Equivalente de impuesto",,
"Tax Lines","Lineas de impuesto",,
"Tax number","Numero de impuesto",,
"Taxes","Impuestos",,
"Team","Equipo",,
"Template","Plantilla",,
"Template created by","Plantilla creada por",,
"Templates","Plantillas",,
"Test this creator","Probar este creador",,
"The client Partner is required and must be the same for all sale orders","Se requiere el cliente socio, y debe ser el mismo para todas las ordenes de venta",,
"The company %s doesn't have any configured sequence for sale orders","La compania %s no tiene ninguna secuencia para ordenes de venta configurada",,
"The company is required and must be the same for all sale orders","Se requiere la compania, y debe ser la misma para todas las ordenes de venta",,
"The currency is required and must be the same for all sale orders","La moneda es requerida, y debe ser la misma para todas las ordenes de venta",,
"The field %s is of type %s, but the configured script returned value is of type %s.","El campo %s es del tipo %s, pero el script configurado devolvio un valor del tipo %s.",,
"The fiscal position must be the same for all sale orders","La posicion fiscal debe ser la misma para todas las ordenes de venta",,
"The partner's language is different from the current language. Description and product name are in :","El idioma del socio es diferente del idioma actual. La descripcion y el nombre del producto estan en:",,
"The sale order was canceled","La orden de venta fue cancelada",,
"The script must be written in","El script debe estar escrito en",,
"The selected price list is no longer valid, do you still want to continue?","La lista de precios seleccionada ya no es valida, desea continuar de todas maneras?",,
"The syntax of the script is correct.","La sintaxis del script es correcta",,
"The tax number must be the same for all sale orders","El numero de impuesto debe ser el mismo para todas las ordenes",,
"The total amount of quotation is zero. Do you want to proceed ?","El monto total de la cotizacion es cero. Desea continuar?",,
"The width can be specified as percentage or fixed value.The fix width can be either in 'px' or 'em', 'px' is assumed if not specified.","El ancho puede ser especificado como porcentaje o como valor fijo. El ancho fijo puede expresarse en 'px' o 'erm', se asume 'px' si no se especifica",,
"There are lines with a discount superior to the maximal authorized discount.","Hay lineas con descuento superior al descuento maximo autorizado",,
"This Year To Date","Este ano a la fecha",,
"This sale order is completed.","Esta orden de venta esta completa",,
"This script has errors, please see server logs for more details.","El script contiene errores. Por favor, acceda a los logs del servidor para mas detalles.",,
"This script returned value is of type %s, it should return a value of type %s instead.","El script devolvio un valor del tipo %s, deberia devolver un valor del tipo %s en su lugar",,
"Timetable","Calendario",,
"Title","Titulo",,
"To Date","A la fecha",,
"Tools","Herramientas",,
"Total A.T.I.","Total con impuestos",,
"Total A.T.I. in company currency","Total con impuestos en moneda de la compania",,
"Total V.A.T.","Total IVA",,
"Total W.T.","Total sin impuestos",,
"Total W.T. in company currency","Total sin impuestos en moneda de la compania",,
"Total cost in company currency","Costo total en moneda de la compania",,
"Total cost price","Costo total",,
"Total order amount per salesman","Monto de orden total por vendedor(a)",,
"Total price","Precio total",,
"Total quantity sold","Cantidad vendida total",,
"Total stock","Stock total",,
"Total tax","Impuesto total",,
"Trading name","Nombre comercial",,
"TurnOver","Ingreso",,
"Turnover","Ingreso",,
